key	files	bytes	chars	tokens	gaiji	jp	ko
83c220c265	1	14	6		0	ﾋｰﾘﾝｸﾞ	힐링
84ffe885d3	1	14	9		0	ﾒｶﾞﾋｰﾘﾝｸﾞ	메가힐링
a2010feb87	1	14	10		0	ｷﾞｶﾞﾋｰﾘﾝｸﾞ	기가힐링
a47555e9d8	1	14	9		0	ｱｰｸﾋｰﾘﾝｸﾞ	아크힐링
5546c5b05f	1	14	10		0	ｵﾒｶﾞﾋｰﾘﾝｸﾞ	오메가힐링
c3980c43ec	1	6	6		0	ﾎｰﾘｰﾚｲ	성광선
3039a9645b	1	14	9		0	ﾎｰﾘｰｳｪｰﾌﾞ	홀리웨이브
27bb206ef3	1	14	7		0	ﾎｰﾘｰｱｰｸ	홀리아크
dc4629de70	1	4	4		0	ｱﾑﾘﾀ	암리
9d50383b02	1	16	9		0	ﾏﾅ{ﾉｼｽﾞｸ}	마나의물방울
3c054ebff1	1	6	6		0	ｱﾐｭﾚｯﾄ	아뮬렛
f90ba6f723	1	8	8		0	ﾊﾟﾜｰｽﾄｰﾝ	파워스톤
0b5b664019	1	7	7		0	ｶﾞﾝﾄﾚｯﾄ	건틀렛
80e3d8dd8d	1	7	7		0	ﾑｰﾝｵｰﾌﾞ	문오브
7d72cce66a	1	15	7		0	ﾊﾟﾜｰﾘｽﾄ	파워리스트
1572810e6c	1	8	8		0	ﾊﾟﾜｰｱﾝｸﾙ	파워앵클
e55898dc89	1	21	7		0	ﾗｲﾄﾜｰﾄﾞ	라이트워드
b190522685	1	9	9		0	ﾌﾞﾗｯｸﾜｰﾄﾞ	블랙워드
684839e72e	1	21	7		0	ｿｳﾙﾜｰﾄﾞ	소울워드
e707c201d5	1	21	9		0	ﾏｲﾝﾄﾞﾜｰﾄﾞ	마인드워드
d69abfefff	1	21	7		0	ｽﾀｰﾜｰﾄﾞ	스타워드
bccb5eb271	1	9	9		0	ｶﾞﾙﾏﾝｵｰﾌﾞ	갈만오브
a87b2b9d52	1	21	7		0	ｱﾛｰｽﾄｰﾝ	애로우스톤
c53bf6c999	1	6	6		0	ﾋﾋｲﾛｶﾈ	히히로
a38a4daaf9	1	8	8		0	ｼｮｰﾄｿｰﾄﾞ	숏소드
964af23faf	1	8	8		0	ﾛﾝｸﾞｿｰﾄﾞ	롱소드
a0dffccded	1	10	10		0	ﾍﾟｰﾊﾟｰｿｰﾄﾞ	페이퍼소드
3fd5fb0ac9	1	9	9		0	ｸﾞﾚｰﾄｿｰﾄﾞ	대검
7c769f4121	1	9	9		0	ﾊﾞｽﾀｰｿｰﾄﾞ	바스타드
95945344cf	1	8	8		0	ﾋﾞｰｽﾄｷﾗｰ	비스트킬
cdaa527dad	1	11	11		0	ﾊﾟﾗﾃﾞｨﾝｿｰﾄﾞ	팔라딘소드
2b37f99b81	1	10	10		0	ﾂｳﾞｧｲﾊﾝﾀﾞｰ	츠바이한더
11f7f04bee	1	7	7		0	ﾗｯｸｿｰﾄﾞ	럭소드
6bedffd695	1	7	7		0	ｿｳﾙｲｰﾀｰ	혼포식
cadb4aed80	1	9	9		0	ﾄﾞﾗｺﾞﾝｷﾗｰ	드래곤킬
e0e15de662	1	8	8		0	ﾀﾞｰｸｿｰﾄﾞ	다크소드
7fdcb46181	1	8	8		0	ﾎｰﾘｰｿｰﾄﾞ	홀리소드
7705e24c9c	1	12	12		0	ﾃﾞｨﾊﾞﾝﾄﾞｿｰﾄﾞ	디반드소드
55de4f5676	1	7	7		0	ﾈｸﾛﾉﾐｺﾝ	네크로
88f884590a	1	8	8		0	ﾄﾞﾘｰﾑﾎﾞｳ	꿈의활
863a81e891	1	9	9		0	ｶﾞｼﾞｪﾙﾎﾞｳ	가젤활
694af50398	1	8	8		0	ﾌﾞﾗｯｸﾎﾞｳ	검은활
91333f4c07	1	7	7		0	ｿﾘﾄﾝﾎﾞｳ	솔리톤
42b2f7ecc3	1	9	9		0	ｸﾘﾃｨｶﾙﾎﾞｳ	크리티컬
6f77f6ea94	1	8	8		0	ﾙｼﾌｧｰﾎﾞｳ	루시퍼보
40bd8a5e50	1	8	8		0	ﾎｰﾘｰｸﾗｳﾝ	홀리크라
c2f3b5c60d	1	10	10		0	ｴﾝｼﾞｪﾙﾘﾝｸﾞ	엔젤링
b7eaae0733	1	7	7		0	ﾄﾗｷｱﾍﾙﾑ	트라키
0b4c376325	1	7	7		0	ｶﾞﾘｱﾍﾙﾑ	갈리아
ddfe07ff8a	1	8	8		0	ｸﾞﾚｰﾄﾍﾙﾑ	대투구
519221bec1	1	10	10		0	ｽﾊﾟﾝｹﾞﾝﾍﾙﾑ	스팽겐헬름
578d1dedd0	1	7	7		0	ﾎｰﾘｰﾍﾙﾑ	성투구
891e0caf09	1	8	8		0	ｺｯﾄﾝｱｰﾏｰ	코튼아머
94165b4f50	1	8	8		0	ﾚｻﾞｰｱｰﾏｰ	레더아머
81be5df95a	1	7	7		0	ﾁｪｲﾝﾒｲﾙ	사슬갑
50db7dd5a9	1	8	8		0	ｽｹｰﾙｱｰﾏｰ	비늘갑옷
8f08a2d413	1	11	11		0	ﾊﾞﾝﾃﾞｯﾄﾞﾒｲﾙ	밴디드메일
ea24a04d99	1	9	9		0	ﾌﾟﾚｰﾄｱｰﾏｰ	판금갑옷
a8c888417d	1	10	10		0	ﾏｼﾞｯｸｶﾞｰﾄﾞ	매직가드
1f03af70fe	1	9	9		0	ﾄﾞﾗｺﾞﾝﾒｲﾙ	드래곤메
3586a543a6	1	7	7		0	ﾅｲﾂｱｰﾏｰ	나이트
938c03d218	1	7	7		0	ｱｰｽｱｰﾏｰ	대지갑
51a9aee33c	1	10	10		0	ｺｯﾄﾝｸﾞﾛｰﾌﾞ	코튼글러브
eac61634b7	1	10	10		0	ﾚｻﾞｰｸﾞﾛｰﾌﾞ	레더글러브
b9290d3b31	1	9	9		0	ﾒﾀﾙｸﾞﾛｰﾌﾞ	메탈글러
71ebf2c02b	1	9	9		0	ﾅｯｸﾙｶﾞｰﾄﾞ	너클가드
57a4ffe67e	1	10	10		0	ﾎｰﾘｰｸﾞﾛｰﾌﾞ	홀리글러브
81f4868fa6	1	10	10		0	ｺﾞｰﾙﾄﾞﾊﾝﾄﾞ	골드핸드
22c4d0bb23	1	9	9		0	ｳｯﾄﾞｼｰﾙﾄﾞ	우드실드
2e86392938	1	9	9		0	ﾊﾞﾄﾙｼｰﾙﾄﾞ	배틀실드
0d0ed1ad0f	1	10	10		0	ﾗｳﾝﾄﾞｼｰﾙﾄﾞ	라운드실드
53e3142fcc	1	10	10		0	ｼﾙﾊﾞｰｼｰﾙﾄﾞ	실버실드
e8307f55a4	1	8	8		0	ｱｲｽｶﾞｰﾄﾞ	아이스가
04e5fe4835	1	10	10		0	ｸﾞﾚｰﾄｼｰﾙﾄﾞ	그레잇실드
db13919aa9	1	11	11		0	ﾌﾟﾗｽﾞﾏｶﾞｰﾄﾞ	플라즈마가
4c9434ebf0	1	9	9		0	ﾎｰﾘｰｼｰﾙﾄﾞ	홀리실드
f4501b2372	1	9	9		0	ﾌｧｲｱｼｰﾙﾄﾞ	파이어실
f45b6fae78	1	10	10		0	ｱｽﾄﾗﾙｶﾞｰﾄﾞ	아스트랄가
0d130790e8	1	10	10		0	ﾌﾞﾗｯｸｼｰﾙﾄﾞ	검은방패
401b2ea08e	1	10	10		0	ﾌﾟﾗﾁﾅｼｰﾙﾄﾞ	플래티나실
421a434a4b	1	10	10		0	ﾃﾞｰﾓﾝｼｰﾙﾄﾞ	데몬실드
411d8e315f	1	9	9		0	ｱｰｸﾄﾞﾗｺﾞﾝ	아크드래
99c94f2065	1	9	8		0	ﾄﾞﾗｸﾞｰﾝ王	드래군왕
9f2fa1df54	1	8	8		0	ﾒﾆｭｰﾀｲﾌﾟ	메뉴타입
6a03565d7e	1	9	9		0	ﾌﾟﾛﾌｨﾙﾃｽﾄ	필체크
87b2ca02a5	1	2	1		0	水	수
609ec9bdb5	1	2	1		0	火	화
e58dd9cabc	1	2	1		0	風	풍
a3a97221b6	1	2	1		0	雷	뇌
344689a91a	1	2	1		0	闇	암
60554c876e	1	2	1		0	光	빛
5e106374b0	1	2	1		0	星	성
eb2d45453e	1	2	1		0	精	정
bbb1795a04	1	2	1		0	霊	영
7f99e33bd9	1	2	1		0	竜	용
a2d45003b9	1	2	1		0	弓	활
44e329db02	1	2	1		0	槍	창
adb3379587	1	2	1		0	剣	검
13ed036a1b	1	2	1		0	刀	도
903022b367	1	2	1		0	本	책
fcc15d7204	1	2	1		0	槌	망
b8cf8ac69c	1	2	1		0	無	무
8ae2900c8c	1	2	1		0	兜	투
48764cccb7	1	2	1		0	鎧	갑
e11869a347	1	2	1		0	盾	방
d1a3dfc4b7	1	2	1		0	飾	장
fd7cc6db8c	1	3	2		0	ｽ地	ｽ땅
cc470185b3	1	14	8		0	ステータス<＞>	스테이터스<＞>
177fe168c3	1	2	1		0	技	기
dad3c93c82	1	2	1		0	凍	동
8241986e39	1	2	1		0	乱	란
1c449844a9	1	2	1		0	操	조
317b2ff966	1	2	1		0	重	중
0805bd6ac7	1	2	1		0	透	투
ac97012a56	1	2	1		0	飛	비
c3c9ad4532	1	2	1		0	眠	잠
b9ee2ae0b9	1	2	1		0	大	대
225774152f	1	2	1		0	小	소
1eae3cb482	1	2	1		0	昇	승
ffbdc5cd06	1	2	1		0	低	저
2561367835	1	2	1		0	地	지
e0156ae4d4	1	2	1		0	鍵	키
2fe1e291e7	1	10	5		0	装備はずす	장비 해제
d37b6f7d9b	1	27	1		0	武	무
20eca42c93	1	27	1		0	兜	투
decf9c6199	1	27	1		0	鎧	갑
3dd47852e1	1	27	1		0	盾	방
063a7850d8	1	27	1		0	補	보
c58435a1ae	1	15	14		0	(技Lv   +   up)	(기Lv   +   up)
6f4c67c6fc	1	4	3		0	(術)	(술)
2efbbf0e84	1	4	3		0	(単)	(단)
9df033bd92	1	4	3		0	(全)	(전)
d036f15e94	1	4	3		0	(円)	(원)
e13b19fbb5	1	4	3		0	(直)	(직)
3a102022d2	1	5	4		0	(直3)	(직3)
bebec8b0b6	1	4	3		0	(自)	(자)
ca7d4a699c	1	4	3		0	(地)	(지)
91dddf37f9	1	5	4		0	(爆0)	(폭0)
2e076091d1	1	4	2		0	　小	　소
700d24c1b3	1	4	2		0	　中	　중
3404cc8b3d	1	4	2		0	　大	　대
1abb0db132	1	4	2		0	岩　	바위
2e5a4c73a4	1	4	2		0	敵　	적　
257cb194e1	1	5	5		0	ｳｨﾝﾄﾞ	윈드
c25b9404b4	1	14	7		0	ﾌﾚｲﾑｽﾛｰ	플레임스로
b8758b9be1	1	14	9		0	ｸｪｲｸｽﾀﾝﾌﾟ	퀘이크스탬프
487dbbd36b	1	14	9		0	ﾀﾞｲﾌﾞｱﾀｯｸ	다이브어택
dc2672ed06	1	14	7		0	ﾌﾚｲﾑｱﾛｰ	플레임애로우
5de912a9bf	1	14	9		0	ﾌﾞﾚｲｸｼｮｯﾄ	브레이크샷
f6adf0b4fe	1	14	9		0	ｼﾞｬｯｼﾞﾒﾝﾄ	저지먼트
540ef5b161	1	14	7		0	ﾃﾗｰﾎﾞｲｽ	테라보이스
7d4db4e1de	1	14	9		0	ｿﾆｯｸﾀﾞｲﾌﾞ	소닉다이브
ba9daaf7c5	1	6	3		0	爆裂斬	폭렬참
9d3db32873	1	14	8		0	ﾋｰﾙｽﾀﾝﾌﾟ	힐스탬프
d9669112c1	2	4	2		0	放す	놓기
ec4c153362	1	14	3		0	ｶﾞｽ	가스
0492ed5557	1	14	8		0	ﾌﾚｱｽﾄﾗｲｸ	플레어스트라잌
a151273cf1	1	14	8		0	ｱｰｽﾀﾞｲﾌﾞ	어스다이브
92dcfa791d	1	14	11		0	ｸﾞﾗﾋﾞﾃｨﾌﾟﾚｽ	그래비티프레스
f5d793b9d0	1	29	15		0	イシスのピラミッド\tボスルーム	이시스의 피라미드\t보스룸
a70591ea21	1	25	13		0	リグロード\tワールドマップ	리그로드\t월드맵
25d0495489	1	17	9		0	星陵郭\tボスルーム	세이료카쿠\t보스룸
29909536c2	1	17	9		0	試練の迷宮\tＢ１Ｆ	시련의미궁\tＢ１Ｆ
e9c64fc0fb	1	17	9		0	試練の迷宮\tＢ２Ｆ	시련의미궁\tＢ２Ｆ
80872216a9	1	17	9		0	試練の迷宮\tＢ３Ｆ	시련의미궁\tＢ３Ｆ
026a1f1060	1	17	9		0	試練の迷宮\tＢ４Ｆ	시련의미궁\tＢ４Ｆ
3a5f5a0238	1	52	26		0	本体ＲＡＭのバックアップの準備がまだできていません。	본체ＲＡＭ 백업 준비가 아직 되지 않았습니다.
9f546561d9	1	34	17		0	本体ＲＡＭの全ての記録を消します。	본체ＲＡＭ의 모든 기록을 지웁니다.
21f6354e69	1	36	18		0	初期化中です。しばらくお待ち下さい。	초기화 중입니다. 잠시 기다려 주세요.
a779dc8af8	1	119	60		0	本体ＲＡＭの全ての記録を消すことができませんでした。\nセガサターン本体の保存データ管理画面で全ての記録を消してください。	본체ＲＡＭ의 모든 기록을 지울 수 없었습니다.\n세가새턴 본체의 저장 데이터 관리 화면에서 모든 기록을 지워 주세요.
203e179131	1	36	18		0	本体ＲＡＭの全ての記録を消しました。	본체ＲＡＭ의 모든 기록을 지웠습니다.
088e4e7c63	1	106	53		0	ＬボタンまたはＲボタンを押したままリセットボタンを押すと、セガサターン本体の保存データ管理画面へ進みます。	Ｌ버튼 또는 Ｒ버튼을 누른 채 리셋 버튼을 누르면 세가새턴 본체의 저장 데이터 관리 화면으로 갑니다.
b99c6ab457	1	60	30		0	カートリッジＲＡＭのバックアップの準備がまだできていません。	카트리지ＲＡＭ 백업 준비가 아직 되지 않았습니다.
ef037b213a	1	43	22		0	カートリッジＲＡＭの\n内容が消えてしまいます	카트리지ＲＡＭ의\n내용이 지워집니다
509bcdc1c2	1	127	64		0	カートリッジＲＡＭの全ての記録を消すことができませんでした。\nセガサターン本体の保存データ管理画面で全ての記録を消してください。	카트리지ＲＡＭ의 모든 기록을 지울 수 없었습니다.\n세가새턴 본체의 저장 데이터 관리 화면에서 모든 기록을 지워 주세요.
9beef8d5e1	1	44	22		0	カートリッジＲＡＭの全ての記録を消しました。	카트리지ＲＡＭ의 모든 기록을 지웠습니다.
9773de23aa	1	94	47		0	ＬボタンまたはＲボタンを押しながら、リセットボタンを押すと、保存データ管理画面が表示されます。	Ｌ버튼 또는 Ｒ버튼을 누르면서 리셋 버튼을 누르면 저장 데이터 관리 화면이 표시됩니다.
