key	file	bytes	chars	tokens	jp
fb5d9a5d8b	/ITEMHELP.MSG	50	25		ソウルワード。霊と精の融合について書かれています。
b91476676d	/ITEMHELP.MSG	52	26		マインドワード。精と星の融合について書かれています。
7a6403a23a	/ITEMHELP.MSG	50	25		スターワード。星と光の融合について書かれています。
93a15af114	/ITEMHELP.MSG	46	23		おぼろ谷でミズタマから手に入れたアイテムです。
64732d2d18	/ITEMHELP.MSG	34	17		忍者屋敷で手に入れたアイテムです。
792147740e	/ITEMHELP.MSG	38	19		ホウショウ院で手に入れたアイテムです。
a8de104e16	/ITEMHELP.MSG	32	16		星陵郭で手に入れたアイテムです。
e598f41ed1	/ITEMHELP.MSG	30	15		たっぷりと水の入った水桶です。
bc9e9dc77e	/ITEMHELP.MSG	18	9		空っぽの水桶です。
862861abff	/ITEMHELP.MSG	36	18		ピラミッドの神秘の扉を開くカギです。
3cc6b1a046	/ITEMHELP.MSG	42	21		魔法球。力を秘めた古代魔法文明の遺産です。
42a79f6ee0	/ITEMHELP.MSG	42	21		カオスゲートを使用するためのアイテムです。
4f93c354e9	/ITEMHELP.MSG	28	14		古代遺跡の扉を開くカギです。
122f6cdcef	/ITEMHELP.MSG	40	20		イクシーズ号の修理に必要なアイテムです。
1a5a36dd35	/ITEMHELP.MSG	42	21		幻影を打ち消し、真実の姿を明らかにします。
9ed14a9432	/ITEMHELP.MSG	42	21		イクシーズ号を呼び出すためのアイテムです。
dae8bb155f	/ITEMHELP.MSG	82	41		伝説的な金属です。鉄よりもずっと固いにもかかわらず、鉄よりずっと軽いのが特徴です。
54c8b45bda	/ITEMHELP.MSG	48	24		タカオからアケミへの、思いやりあふれる手紙です。
d706e689eb	/ITEMHELP.MSG	44	22		アケミからタカオへの、愛情あふれる手紙です。
fd08b7bf5c	/ITEMHELP.MSG	34	17		一般的に使われている短めの剣です。
03cb6cabe0	/ITEMHELP.MSG	26	13		実戦用にきたえた長剣です。
83e5426ccd	/ITEMHELP.MSG	40	20		軽量化された剣です。素早さが上がります。
d1a2be9661	/ITEMHELP.MSG	32	16		巨大な剣です。攻撃力も高いです。
432f874712	/ITEMHELP.MSG	32	16		とても攻撃力の高い大型の剣です。
9342a8116d	/ITEMHELP.MSG	38	19		獣人に対して特に有効な、伝説の剣です。
0fec3190e3	/ITEMHELP.MSG	54	27		聖騎士と呼ばれる特別な騎士たちが愛用した強力な剣です。
292a4eb544	/ITEMHELP.MSG	46	23		変わった名前ですが、攻撃力はすばらしい剣です。
5bfca94e22	/ITEMHELP.MSG	54	27		所有者の運を高める剣です。武器としての効果も十分です。
5ade968b0f	/ITEMHELP.MSG	48	24		使用する者の命をすいとると言われる強力な剣です。
eaa64ed5c7	/ITEMHELP.MSG	50	25		竜のウロコを斬りさくほど特別な威力を持った剣です。
a6b8805245	/ITEMHELP.MSG	64	32		使う者の行動力を下げますが、暗黒の力できたえられた強力な剣です。
0f266fbdb1	/ITEMHELP.MSG	68	34		聖なる力の祝福を受けた奇跡の剣です。所有する方に幸福をもたらします。
b535eb5f96	/ITEMHELP.MSG	44	22		神をも殺す事ができるといわれる伝説の剣です。
04f538dfae	/ITEMHELP.MSG	66	33		忍者が日常的に使用する武器です。手軽ですが、威力は期待できません。
2a0be827ac	/ITEMHELP.MSG	38	19		忍者が使用するために工夫された刀です。
8309e50b45	/ITEMHELP.MSG	28	14		名人長船がきたえた名刀です。
64d5737a93	/ITEMHELP.MSG	40	20		細身で斬れ味鋭く、あつかいやすい刀です。
0100893f27	/ITEMHELP.MSG	78	39		月光のごとく澄んだ色をした刃を持った刀で、身につけると命中率が少し上昇します。
761650e222	/ITEMHELP.MSG	60	30		古来より、こぞって人々がもとめたと言われる名刀中の名刀です。
f529cc1713	/ITEMHELP.MSG	64	32		その切れ味の鋭さゆえに、人の血を吸う妖刀とまで呼ばれた名刀です。
8737e13403	/ITEMHELP.MSG	36	18		雷のごとき一撃を敵にあたえる刀です。
5a2d3b7aed	/ITEMHELP.MSG	46	23		この刀によってキズを負わされた者を眠らせます。
b166cb02db	/ITEMHELP.MSG	48	24		強力な刀ですが、手にした者は混乱状態になります。
b4282782f1	/ITEMHELP.MSG	70	35		神聖な光を刀身からはなつ刀です。所有者に幸運をもたらすとも言われます。
a624aef030	/ITEMHELP.MSG	72	36		暗黒の力がもつ者の行動力を下げますが、斬れ味のするどさは見すごせません。
250ce989b7	/ITEMHELP.MSG	52	26		霊的な力を秘めた刀で、装備すると行動力が上がります。
ca99a7d6d1	/ITEMHELP.MSG	34	17		聖なる竜の力を宿した最強の刀です。
80d5cf0c05	/ITEMHELP.MSG	14	7		ただの本です。
bcd3c10937	/ITEMHELP.MSG	14	7		司書の本です。
b82aaac132	/ITEMHELP.MSG	20	10		哲学を扱った本です。
c4f8966e3e	/ITEMHELP.MSG	66	33		初歩の魔法の本です。装備すると魔法に対する防御力が少し上がります。
87305a1f1e	/ITEMHELP.MSG	54	27		格闘術の入門書です。装備すると防御力が少し上がります。
2d750102c1	/ITEMHELP.MSG	68	34		上級者向けの魔法の本です。装備すると魔法に対する防御力が上がります。
b45ac755fb	/ITEMHELP.MSG	68	34		古い遺跡から発掘された本です。ずっしりとした時の重みが感じられます。
4310d501f6	/ITEMHELP.MSG	72	36		格闘技における奥義について書かれた本です。装備すると防御力が上がります。
2a65db2970	/ITEMHELP.MSG	46	23		高名な賢者が書いた書物です。賢さが上がります。
8c3438dc4e	/ITEMHELP.MSG	60	30		知る人ぞしる「死者の書」です。恐ろしい暗黒の呪いを感じます。
85e2dff499	/ITEMHELP.MSG	66	33		神をたたえる聖なる書物です。魔法に対する防御力がかなり上がります。
b21955e697	/ITEMHELP.MSG	64	32		真っ黒な装丁の謎に包まれた書物です。非常に不吉なものを感じます。
260504a7a9	/ITEMHELP.MSG	58	29		伝説の名刀。名前の由来は、刀身に浮かびあがったもようから。
8df2f627cb	/ITEMHELP.MSG	20	10		ごく一般的な弓です。
15d5e94654	/ITEMHELP.MSG	36	18		普通の弓よりも強力な矢を放つ弓です。
9ef60f7007	/ITEMHELP.MSG	72	36		レバーを引いて矢を打ち出す変わった弓です。ふつうの弓より威力があります。
a24a775687	/ITEMHELP.MSG	74	37		この弓から打ち出された矢は、ときとして相手に眠りをもたらすことがあります。
5ac7f6b4ee	/ITEMHELP.MSG	48	24		猛獣ガジェルのひげを弦に用いためずらしい弓です。
a894fb0966	/ITEMHELP.MSG	58	29		この弓は、射る者を眠りに誘う暗黒の力がほどこされています。
e9e4d53322	/ITEMHELP.MSG	54	27		古代ソリトン戦役で発明された、弓兵用の強力な長弓です。
d6731802c8	/ITEMHELP.MSG	72	36		この弓からはなたれた矢を受けた者は、射手にその心をうばわれてしまいます。
3fa081d05b	/ITEMHELP.MSG	46	23		つがえた矢に光が宿り、霊的な効力を発揮します。
f56b8aa610	/ITEMHELP.MSG	54	27		つがえた矢に霊的な力をあたえるといわれる特殊な弓です。
469a6a4db7	/ITEMHELP.MSG	70	35		この弓から打ち出される矢は、時として敵を一撃でしとめる効果を発します。
dfeb486bb5	/ITEMHELP.MSG	78	39		ルーンと呼ばれる特殊な言語がきざまれた矢を用いる弓です。霊的な効果を発します。
d3a6d7fd38	/ITEMHELP.MSG	62	31		聖なる光につつまれた矢で、闇を射ちくだく力があると言われます。
1b0573f3a4	/ITEMHELP.MSG	62	31		高い確率で射手みずからの命を奪い取ってしまうおそろしい弓です。
cf1bd2ada3	/ITEMHELP.MSG	62	31		その名のとおり、かみかざりです。女性の方のみご使用になれます。
41d7ebbb96	/ITEMHELP.MSG	78	39		タオの導師が集中力を高めるために使ったものです。女性の方のみご使用になれます。
7c8a928b9e	/ITEMHELP.MSG	86	43		頭にかぶることで暗黒の力から身を守るはたらきを強めます。女性の方のみご使用になれます。
2bddfa0144	/ITEMHELP.MSG	80	40		霊的な力で身を守り知性を高めるはたらきをもちます。女性の方のみご使用になれます。
024f3e0b83	/ITEMHELP.MSG	94	47		かつて天よりの使いが人間の乙女に授けたとされる知性のリングです。女性の方のみご使用になれます。
f152f0802d	/ITEMHELP.MSG	22	11		ごく一般的な帽子です。
fbef9b8d3c	/ITEMHELP.MSG	64	32		魔法をお使いになる方のための帽子です。風の精霊が守ってくれます。
e2e5571012	/ITEMHELP.MSG	76	38		魔法をお使いになる方の能力を引き出すために、ガーラン糸でおりこんだ帽子です。
12633500da	/ITEMHELP.MSG	78	39		魔法使いのための帽子です。魔法に対する術者の集中力を高めるはたらきがあります。
d5f7371a29	/ITEMHELP.MSG	78	39		知性を高めるはたらきをもつ帽子ですが、魔法使いの方以外にはお使いになれません。
f018f10be6	/ITEMHELP.MSG	78	39		魔法使いの方のみがご使用になれる帽子ですが、格段に知性を高める効果があります。
21a9cba1ae	/ITEMHELP.MSG	42	21		戦士がかぶる、ごく一般的なヘルメットです。
497b3943fa	/ITEMHELP.MSG	44	22		トラキア式と呼ばれる戦士用のヘルメットです。
a26a8b3c2c	/ITEMHELP.MSG	58	29		動きやすさに重点をおいてつくられた戦士用のヘルメットです。
6331e477ba	/ITEMHELP.MSG	52	26		ガリア戦役にてレブロウ軍兵士が用いたヘルメットです。
2aed75ee1c	/ITEMHELP.MSG	60	30		守りの力を高めることに重点をおかれた戦士用のヘルメットです。
a61d24f4d7	/ITEMHELP.MSG	74	37		かつてこの地にて、旅なかばに命をおとした名もなき戦士のかぶとと思われます。
353b441db7	/ITEMHELP.MSG	62	31		聖なる力を宿した美しい兜です。もちろん防具としても一級品です。
8164ae5188	/ITEMHELP.MSG	58	29		伝説の世界を救いし勇者と共に戦い抜いた兜。まさに逸品です。
0952aaabc0	/ITEMHELP.MSG	38	19		頭に装着し、頭部を完全にガードします。
6f794d2b49	/ITEMHELP.MSG	60	30		重いよろいを身につけることができない魔法使いのための服です。
f7b546497b	/ITEMHELP.MSG	54	27		木綿にあつみをもたせて作られた魔法使いのための服です。
9b30eb2f9f	/ITEMHELP.MSG	48	24		けものの皮をなめして作られた魔法使い用の服です。
a6cfc2fc6b	/ITEMHELP.MSG	40	20		魔法をお使いになる方のための軽装服です。
d5ca526dc0	/ITEMHELP.MSG	46	23		霊的な力をふうじこめた魔法使いのための服です。
60ee4f9ff0	/ITEMHELP.MSG	64	32		魔法をお使いになる方の知性をいっそう高めるはたらきをもつ服です。
db747ba83a	/ITEMHELP.MSG	56	28		魔法をお使いになる方のための魔法攻撃から身を守る服です。
78f077614a	/ITEMHELP.MSG	92	46		激しく彩る炎をデザインしたドレス。いかなる吹雪にも負けません。女性の方のみご使用になれます。
1e206df6dd	/ITEMHELP.MSG	80	40		女性のみりょくを強調した女性専用のドレス。敵でさえも攻撃の手をゆるめるでしょう。
fc7ccdc02f	/ITEMHELP.MSG	90	45		身につけることで宙に浮くことができる素晴らしいアイテムです。女性の方のみご使用になれます。
808063e2f3	/ITEMHELP.MSG	58	29		鎖を編み上げたよろいです。防御力はそれほど期待できません。
ed2bdc45d3	/ITEMHELP.MSG	62	31		ウロコの形をした金属片をつなぎ合わせた戦士のためのよろいです。
7d56c3d1ec	/ITEMHELP.MSG	60	30		なめし皮の上に薄い鉄板をはりつけて守りを強化したよろいです。
91d39d5a5d	/ITEMHELP.MSG	58	29		鉄板を打ち出して作った、防御力の高い戦士専用のよろいです。
c0a902aa48	/ITEMHELP.MSG	50	25		魔法の攻撃に対する効果を高めた戦士用のよろいです。
c2d8d368cd	/ITEMHELP.MSG	56	28		各部の補強にドラゴンのウロコを用いた戦士用のよろいです。
35b2749bcf	/ITEMHELP.MSG	52	26		騎士の防具として特別に作られた風格のあるよろいです。
e33362f4bc	/ITEMHELP.MSG	62	31		大地の精霊の力を受け、魔法に対する力を高めた戦士用よろいです。
49305b3473	/ITEMHELP.MSG	20	10		僧侶のための服です。
7121ac8d9f	/ITEMHELP.MSG	64	32		祝典などで着用する紫色の法衣です。僧侶の方のみお使いになれます。
4afaac19c3	/ITEMHELP.MSG	56	28		魔法への防御力を高めた法衣で、暗黒の力をも打ち消します。
c2f5fcfee9	/ITEMHELP.MSG	52	26		特別な者にのみ着用がゆるされるという聖なる法衣です。
055dba29b2	/ITEMHELP.MSG	68	34		無我の境地に到達した高僧のみが着用できたと伝えられる特別な法衣です。
4029c67839	/ITEMHELP.MSG	34	17		手にはめて手を守るための防具です。
5d01c0b326	/ITEMHELP.MSG	64	32		なめした皮を用い、ふつうのグローブより丈夫に作ったグローブです。
1e64bde942	/ITEMHELP.MSG	34	17		金属片をはり合わせたグローブです。
1333f96a90	/ITEMHELP.MSG	64	32		こぶしにつける防具ですが、同時に武器としての効果も期待できます。
b0823d3e7f	/ITEMHELP.MSG	40	20		暗黒の力を打ちくだく聖なるグローブです。
35efff08ff	/ITEMHELP.MSG	40	20		黄金色にかがやく、美しく頑丈な防具です。
719aefc6cc	/ITEMHELP.MSG	44	22		妖しくかがやく星を宿した特別なグローブです。
3525dbb716	/ITEMHELP.MSG	52	26		文字どおりにその拳を鋼鉄と化す最高級のグローブです。
b0ebaf034b	/ITEMHELP.MSG	72	36		女性の方専用の毛糸を編み上げた手袋です。防具としては頼りなさを感じます。
69f6067510	/ITEMHELP.MSG	78	39		高級なシルクを使用した手袋は、知性の力を使用者に与えてくれます。女性専用です。
7727b712e7	/ITEMHELP.MSG	78	39		高貴な上品さと知性を感じさせる女性専用の手袋。知性と霊的な力を与えてくれます。
6091750d57	/ITEMHELP.MSG	14	7		木製の盾です。
ddb2905e10	/ITEMHELP.MSG	52	26		戦闘用に作られた盾で、あつかいやすく作られています。
af79b1ce90	/ITEMHELP.MSG	38	19		円形の盾です。敵の武器を受け流します。
e70276c0e1	/ITEMHELP.MSG	38	19		魔を防ぐと伝えられる銀を用いた盾です。
d8842936f5	/ITEMHELP.MSG	36	18		特に水に対しての守りを高める盾です。
51b35266c7	/ITEMHELP.MSG	34	17		全身を守るのに適した大型の盾です。
b4aa0f2f1c	/ITEMHELP.MSG	32	16		雷に対しての守りを高める盾です。
16761ef43c	/ITEMHELP.MSG	36	18		暗黒の力をよせつけない聖なる盾です。
85b70e7ad9	/ITEMHELP.MSG	32	16		火に対しての守りを高める盾です。
3082ed8b69	/ITEMHELP.MSG	58	29		精神面にはたらきかけ霊的な攻撃に対して守りを高める盾です。
694b3de6fb	/ITEMHELP.MSG	70	35		防具としての効果は高い盾ですが、同時に邪悪な気もやどっているようです。
88f8951641	/ITEMHELP.MSG	54	27		白金を加工して作られた、非常に高い防御力を誇る盾です。
e27ff2009d	/ITEMHELP.MSG	50	25		魔法に対する力をほとんどうばいとってしまう盾です。
4273a42998	/DIARY.MSG	248	119		　この国の王女ミュウと\nは、小さいころからの知\n合いなんだけど、彼女は\n会うたびにきれいになっ\nていくように思える。\n　でも性格は相変わらず\n意地悪だ。他の人には、\nそれなりに応じるのに、\nどうして僕にだけ彼女は\n意地悪するんだろう。女\n心はわからないなぁ。
b2f305857f	/DIARY.MSG	242	120		　僕の名前はラスティ。　クィーンズランドの王子で、ドラグーン王国の王女ミュウとはおさななじみ。\n　ドラグーン王家は、竜騎士の長でもあり、僕らリグロード大陸の住民には頼もしい存在だ。\n　僕は戦闘訓練を受けるため、ドラグーンを訪問中だったんだけど、
bd1f9080cd	/DIARY.MSG	259	129		そこへ突然攻撃をしかけてきたのはカダールっていう聞いたことのない国の軍隊と、それを率いるガルザードという男だった。突然の攻撃にドラグーン王は、ミュウにヤマタイのイガへ行けと命じて、城を脱出させたんだ。\n　こうして、僕とミュウとの旅は戦いともに幕を開けた・・・。
39005becb2	/DIARY.MSG	235	117		　僕達はまずザルマへ向った。ザルマの人々は、\nドラグーンに起こったことを知らない様子だ。僕達は、人々に真実を知らせてパニックが起きるのを恐れて、ドラグーンがカダールを名乗る軍隊とガルザードによって制圧されたことを話すことができなかった。
7a13c92928	/DIARY.MSG	222	110		　ミュウは、ウソをつくのがつらいらしくて、人々の信頼しきった笑顔や温かい言葉から、顔をそむけていた。\n僕も町の人達を裏切るようでとてもつらかった。\n　またこの町に戻ってきた時、町の人々に、どんな顔をすればいいんだろう・・・。
3302262620	/DIARY.MSG	243	121		　新しい仲間が増えた。彼の名前はアスカ。イガ最強のシノビ集団月組の頭領で忍術の使い手だ。\n　アスカは、その戦闘能力の高さをカダールに見込まれ、協力するよう命令された。しかし、彼は従わなかったため、カダールは、アスカの部下を捕らえて忍者屋敷に閉じ
2cb1aff125	/DIARY.MSG	204	101		込めた。\n　その一方で、イガの人々にアスカが裏切り者であるかのように誤解させ、アスカを孤立させた。\n　けれど、僕達の協力で忍者屋敷を攻略し、アスカの部下を取り戻したことでイガの人々の誤解をとくことができた。
1b5de4d2ee	/DIARY.MSG	233	116		　ヤマタイ最大の都市、ゴジョウ。そこで僕達はワナにはめられ、ホウショウ院という場所に閉じ込められた。\n　僕達を助けてくれたのは、女盗賊のシラナミ。彼女は、どうやらアスカのおさななじみだったらしい。シラナミは今やゴジョウを騒がす大盗賊に
64350e2def	/DIARY.MSG	191	95		なっている。しかも、盗む相手は悪人で、盗んだ金品を貧しい人に分け与えているので、ゴジョウの住民には大人気だ。\n　シラナミは、僕達の仲間になったんだけど、どうも、動機はあまり純粋ではないようだ。
3466e8ba8d	/DIARY.MSG	239	118		　新しくナズナが仲間になった。\n　ナズナは、式神といって、精霊界とかいうところからやってくる一種の妖精らしい。\n　ナズナは、根無しと言って、儀式もなしにこちら側に来た式神だ。\n　本人がこっそり教えてくれたところでは、精霊界に飽きたのでこちらの
c0a6632879	/DIARY.MSG	215	107		世界に来たものの、こちらも大して面白くなかったので、洞窟の中で自分自身を封印して眠っていたのだとか・・・。\n　ともかく、アスカにベッタリで、見ていてとても面白い。でも、それを言うとアスカがとても怒るので内緒にしよう。
6768c2b2dd	/DIARY.MSG	228	113		　新しい仲間がまた増えた。\n　彼の名前は、カムイ。カムイコタンという小さな山あいの村の族長で、精霊の力によって熊や鷹といった獣に変化する力を持っている。\n　ユーカリさんという恋人がいて、カムイは彼女のことをとても大切に思っている。
d0196a0b61	/DIARY.MSG	235	117		　彼の村人がカダールによって人質にとられていたのを、協力して助け出したのが、カムイが僕達の仲間になるきっかけだった。\n　仲間の中では一番常識的で、僕達にとっては、年上の兄のような感じられる。時々、彼の話が、お説教っぽく聞こえたとしても。
b6381db94e	/DIARY.MSG	190	94		　オボロ谷というのは、不気味なところだ。\n絶えず霧ともモヤとも知れない奇妙な煙が漂い、僕達の侵入を拒むような面がある。\n　オボロ谷には、その変った風景以外にも、もう一つ、楽しくない名物がある。
b739aa1baf	/DIARY.MSG	250	124		　オボロ谷のアヤ姫といえば、リグロードの英雄達が戦ったあの戦いで、ミュウや僕の先祖達を苦しめた相手だ。\n　ここには、そのアヤ姫の血をつぐミズタマという女盗賊がいた。\n　負けず嫌いな性格らしくて今後も僕達に挑んでくるのかもしれないと思うと、うんざりする。
020e85a4db	/DIARY.MSG	260	129		　クリカラ村では、砲術という、火薬を扱う技術がある。その第一人者がタタラという大男だ。\n　カダール軍は砲術に戦略的価値を見いだし、タタラ達に協力を命じた。\n　しかし、自分達の技術が無益な大量殺人に使われることを嫌ったタタラ達は、カダールの要求に反対し続けていた。
d73de6c2ba	/DIARY.MSG	224	111		　そして、僕達がクリカラ村を訪れたその日、カダールの連中によって、村に火が放たれた。\n　僕達は決死の覚悟で火薬倉庫に向い、大爆発を起こすまえに火を消すことができた。\n　こうして、クリカラでも一番の腕を持つタタラが仲間になった。
52e2376789	/DIARY.MSG	257	127		　そして、僕達がクリカラ村を訪れたその日、カダールの連中によって、村に火が放たれた。\n　僕達は決死の覚悟で火薬倉庫に向ったが、爆発を止められなかった。\n　クリカラ村は爆発とともに吹き飛び、僕達は、力不足を後悔した。\n　あの優しい人達の笑顔が戻ることはもうない。
1d82fd04b1	/DIARY.MSG	235	117		　結界洞は、ヤマタイ中央に位置する霊峰フジを縦断する地下洞窟だ。\n　ここは昔から裏ヤマタイ地方と表ヤマタイ地方とを分断する要害で、ゲテン城の主を守るために一度封印されてしまうと特別なアイテムを３つ揃えなければ、封印を解くことはできない。
ee1877d9e6	/DIARY.MSG	153	76		　僕達は苦労の末、３つのアイテムを集め、ゲテン城へ向うべく、結界洞の封印を解いた。\n　ガルザードとカダール軍が拠点にしているゲテン城は、もう目と鼻の先だ。
a16fa4af4e	/DIARY.MSG	248	123		　僕は、このゲテンという城で起こったことを一生忘れることはできないだろう・・・。\n　僕達はカダールの将軍ガルザードをゲテン城の最奥部に見つけ出した。そこまで追い詰めたと思ったのは、僕達の大きな誤算だった。\n　ガルザードは自分の必要性のために、その場所
8a4013bd15	/DIARY.MSG	232	115		に移動しただけのことであって、僕達のことを脅威と見なしていなかったのだ。\n　ガルザードは突然消え去り、それを妨害しようとしたミュウもまた、ガルザードとともに消え去ってしまった。\n　いったい、ミュウはどこに行ってしまったのだろう・・・。
67d8c17bd7	/DIARY.MSG	218	108		　港町ヒガタで途方にくれていると懐かしい顔に出会った。\n　リグロードからヤマタイまで僕とミュウを船で運んでくれたディアーネさんだ。\n　ディアーネさんは、ミュウのことを聞くと、カダールまで船で連れていくとを申し出てくれた。
3e4d9012aa	/DIARY.MSG	149	74		　僕達は、ディアーネさんの好意に甘え、一路、カダールを目指すことになった。\n　ミュウ・・・どうか僕達がカダールにたどりつくまで、無事でいてくれ・・・。
856b55e220	/DIARY.MSG	207	103		　ミュウと再会！　これほど嬉しいことはなかった。会えなくて不安で、つきまとう不吉な考えを何度押し殺しただろう。\n　港町ポポロンはカダールの海の玄関口。ここは常に他の大陸から新しく珍しい文化が押し寄せる場所だ。
917e94746a	/DIARY.MSG	197	98		　だから、人々も、一つの考え方に偏ってしまうことがないようでカダールのやり方に反対する動きもあるようだ。\n　ミュウは、ガルザードによって捕らわれていた牢の中でアンジュという新しい仲間を見つけていた。
20c212c4db	/DIARY.MSG	240	119		　７人委員会の塔に乗り込んだ僕達は、ガルザードと戦い、彼を打ち破った。\n　だが、７人委員会は、すでに彼らの野望を果たすために旅だっていた。\n　彼らは、世界の粛正と支配を望んでいた。そのために、カカルクランに行き、カオスの力を利用するのだ、と。
af061086bd	/DIARY.MSG	211	105		　真に優秀な人間による新しい理想世界、と彼らは表現したらしいが、何もかもが滅び去り、誰もいない王国を支配して、いったいどんな意味があるというのだろう。\n　彼ら７人委員会の行動は、何がなんでも止めなければならない。
53b0113788	/DIARY.MSG	144	71		　ポポロンは、その日、現実的にも、表現的にも死の町となった。\n　７人委員会は、ポポロンに住む人々を血によって粛正した。\n　僕達は何もできなかった。
17dc4b8f48	/DIARY.MSG	234	116		　アレクトリア大図書館の館長室に、秘密の入口があった。\n　中に入ってみると、貴重な文献が収納されていて、僕達は色々なことを知ることができた。\n　アンジュによれば、そこに隠された文献は、どれも、許可無く見ることのできない重要書類だそうだ。
6906937903	/DIARY.MSG	116	58		　地下閲覧室で見つけた情報をもとに、僕達は、グラビティという町を訪れるべく、アレクトリア大図書館の地下通路を進んだ。
ce3886c8a1	/DIARY.MSG	163	81		　グラビティは、空飛ぶ船イクシーズに関する秘密を守るために、世界の片隅で忘れ去られていた村だった。\n　ここには、アレクトリア図書館ですら忘れられた知識が生きていた。
5a694b5414	/DIARY.MSG	240	120		　長老の話によれば、グラビティの近くにある海底神殿にイクシーズが眠るらしいことと、イクシーズの原動力であるガルマンオーブが７人委員会によって盗まれたため、イクシーズを動かすためには、どこかでガルマンオーブを見つけてくるしかないということだ。
8231c4e4b5	/DIARY.MSG	230	114		　僕達は死の砂漠と呼ばれる砂漠を通り抜けた。そこは、じっとしているだけで体力を失うような暑い砂漠だった。\n　死の砂漠を通り抜け、古代の遺跡と思われる、巨大な石で作られた四角い建物を見つけた。\n　ここには、何かがありそうな予感がする。
68efde626d	/DIARY.MSG	140	70		　イシスのピラミッドと呼ばれるその古代遺跡は、ガルマンオーブを保管する、ただそれだけの目的のために作られたと言っても過言ではないようだった。
7d543696b0	/DIARY.MSG	131	65		　僕達は、そこで、ガルマンオーブを見つけることができた。\n　これで、グラビティの近くにある海底神殿に行けば、念願のイクシーズ復活だ！
e2dd4f8796	/DIARY.MSG	168	83		　ついに僕達は、イクシーズ号を手に入れた！\n７人委員会が次元の扉の封印を破ってカカルクランに行くことだけはなんとしても止めなければ。\n　なつかしい故郷リグロードへ急ごう！
a74af59f5e	/DIARY.MSG	218	108		　ドリームラビリンスに閉じ込められていたのは自称天才魔導士キングだった。\n　キングは半人半馬のセントールという種族で、自分でいうだけあって、魔法の腕は立つらしい。\n　でも、性格には、色々と問題がありそうなのだぜ～・・・。
3a0de9f8e5	/DIARY.MSG	170	84		　ドラグーン上空にさしかかったイクシーズ号に突然変化がおきた。\n　僕達を乗せたイクシーズ号は墜落し、修理のめどはたっていない。\n　一体、イクシーズ号に何が起こったんだろう。
ec5e23f3cd	/DIARY.MSG	149	74		　トラグーン城はカダールによって破壊されていた。\n　沢山のドラグーン騎士が帰らぬ人となり、武勇をもって知られるドラグーン王も、また、不帰の人となった。
e45e5cb192	/DIARY.MSG	239	119		　最初のうちは、僕達を裏切り者と呼んでいたザルマの人々は、ドラグーン城を取り返すと、手のひらを返したように親切になった。\n　彼らを責めることは僕にはできない。崩れ落ちたドラグーン城のように、ザルマの人々の心もまた、深く傷ついていたのだから。
081a097217	/DIARY.MSG	208	103		　新しい仲間が増えるというのは、頼もしいものだと、僕は思う。\n　オルトマで商売を営む鷹人間のホークアイは、我流で剣の修行を積んだ風変りな男だった。\n　ホークアイの助力によって、大地の叫びを突破することができた。
6f5f2bb386	/DIARY.MSG	257	128		　驚いたのは、アレクトリア大図書館の地下閲覧室で見たいくつもの古代魔法文明に関する文献の著者、ファルコの実兄だということだった。\n　僕達は、イクシーズ号の修復に協力を仰ぐためホークアイとともに、カダールに捕らわれているというファルコを助けに行くことになった。
86f4774543	/DIARY.MSG	242	120		　ラグロスはまぎれもなく悪党だったと思う。けれど、彼にもまた、深い心の傷があったように思えてならない。\n　ラグロスを倒したことで、彼によって失われた僕の家族のふくしゅうをすることはできた。\n　だからといって、失われた命が戻ってくるわけではない。
04f97f9460	/DIARY.MSG	174	86		　もう、こんな思いをする人々が増えるのはごめんだ。\n　幽玄の森を封印するルゥナからの情報で、７人委員会はすでに次元の扉にたどり着きつつあるようだ。\n　彼らの愚行を止めなければ。
62aa28a29f	/DIARY.MSG	217	108		　古代魔法文明、とりわけイクシーズ号に関して学術的興味を持っているファルコを、彼が閉じ込められてたいた場所から助け出した。\n　さぞや涙涙の感動の再会が待っているかと思いきや、そっけないとさえ感じられるほどの再会だった。
6def16f743	/DIARY.MSG	228	113		　しかし、だからといって、二人が再会できたことに何の感動もないと思い込むのは間違っているんだろう。\n　僕には、兄弟も姉妹もないから分からないけれど。\n　ファルコが僕達の手助けをしてくれることで、イクシーズ号の修復に望みがでてきた。
be0cc754b2	/DIARY.MSG	193	96		　ファルコが言うには、イクシーズをもう一度、空に浮かべるために、特別なアイテムが２つ必要だということだった。\n　ひとつはアローストーンと呼ばれるもの、もう一つはマラカイトと呼ばれるものだそうだ。
8cfe23ae0b	/DIARY.MSG	159	79		　それがどういう原理で効力を失ったガルマンオーブに作用するのかは、説明はしてもらったものの、結局のところ、分からない。\n　とにかく、この二つを捜しださなければ。
15bdd064b8	/DIARY.MSG	100	50		　グラビティの長老に、マラカイトに関しての情報がアレクトリア図書館にあるのではないかと、教えられた。
d38c160a24	/DIARY.MSG	137	68		　サモサ島でイクシーズ号修復に必要な２つのアイテムのうちの１つ、アローストーンを入手。\n　これで一歩、イクシーズ号の修復に近付いたわけだ。
978bc7189a	/DIARY.MSG	153	76		　アレクトリア大図書館地下通路でイクシーズ号修復に必要な２つのアイテムのうちの１つ、マラカイトを入手。\n　これで一歩、イクシーズ号の修復に近付いたわけだ。
