key	ko
08153b88bf	라그로스으으윽！！！%b
fa36cdc57e	난, 지금껏, 이렇게까지,\n누군가를 미워한 적 없어.%b
897c21b2ff	아버님, 어머님, 그리고,\n퀸즈팰리스 사람들이 받은%b
e03d9e0c09	굴욕과 고통을,\n１０배로 갚아주마！%b
9b11dd0b9b	겁쟁이 왕자가 얼마나 성장했는지,\n똑똑히 봐주지.%b
c76b13e611	기다리세요！%b
8b6baf4343	기다리시오！%b
126cea4bc4	기다려, 여！%b
fe61b4d968	멈춰 인 거야！%b
eebe7edf8c	멈춰 인 것이다～제！%b
cfe77642c5	부디, 이 자린 저에게 맡겨주십시오.%b
2a5b54d718	그리고, 우리 야망의 실현을 위해,\n어서 가주십시오！%b
e52d22e435	음, 부탁한다・。%b
2708cba450	나답지 않게 방심했군.\n하지만, 이걸로 이겼다곤 생각 마라.%b
a876be3b1a	７인위원회는, 대체,\n뭘 하려는 거냐！%b
a1d85f4fc7	좋다・ 알려주지.%b
828cde03f2	７인위원회는, 유현의 숲에 있는\n차원의 문 봉인을 풀고・,\n이세계 카칼클랜으로 향하신다.%b
25fbfe6ec8	카칼클랜이라고요！%b
ae19a28d3d	그런 짓을 하면,\n엄청난 일이 벌어질 거예요！%b
61eff495af	고견을 들어・\n감사하군.%b
17a21887e4	허나, ７인위원회는・\n카오스 힘을 제어하는 법을 알아냈다.%b
f5752e2452	그런 건, 물리적으로 불가능해요！%b
bf24768dbf	・아니, 불가능하지 않다.%b
0553f4b93e	・갈만오브가 있다면！！%b
21aa605c90	허나, 고대마법문명에 관한 지식은,\n거의 사라졌을 텐데요.%b
a0ec6b9b88	그런 지식을 대체 어디서・？%b
89cf097668	・알렉트리아 대도서관.%b
83fc1687ad	거기엔・ 우수한 두뇌와,\n・세계 굴지의 장서가 있지.%b
5b50696b51	알렉트리아 대도서관에・\n・자치독립이 인정된 건,\n그런 뒷사정이 있었기 때문・。%b
5b42584937	아, 아버님은 그 사실을\n알고 계셨단 거예요！？%b
80602c39a1	알고 자시고・ 뭐고・,\n그 지식을 발굴한 게 네 아버지야.%b
a93865d19a	그리고, 그 지식과 맞바꿔,\n・알렉트리아 대도서관의\n안전을 얻었던 거니까・。%b
b26eb2b250	그, 그런, 그런・。%b
871af1a32d	큭큭큭・ 큭큭.\n어른이 된다는 건・\n괴로운 일이지・。%b
10178247d2	쓸데없는 의문을・\n품지만 않았어도・,\n모른 채 넘어갔을 텐데・。%b
9a2ea0cca7	카오스 힘을 써서 뭘 할 셈이냐！%b
9cea8bf314	７인위원회에 의해・,\n・모든 게 통제되고,%b
1226173fd4	진정으로 우수한・ 선택받은 자만이,\n세상을・ 지배하고,\n・구축・하는 거다！%b
cd51715237	그리고・\n・세상은 영원히,%b
ea58900c00	７인위원회가 이끄는・ 카달이\n・지배한다・！%b
5204d0e280	・아쉽지만,\n난, 그걸 볼 순 없겠지만・。%b
d108e20757	・아・ 형님・。%b
f1bc3dec94	・갈자드 형님.\n마중을・ 와준 거야・。%b
daa43ac2fd	난・\n형님이・ 부러웠어.%b
4fb0a2c949	마법력도・ 무력도・ 인망도・ 뛰어난・,%b
f7be98abe2	뭐든지・ 다 가진\n・갈자드・ 형님.%b
df3c25772b	내가・ 형님한테서・\n마력을 빼앗은・ 건,%b
1ed83b4347	형님을・ 조금이라도\n・따라잡고・ 싶었을\n뿐・이었는데・。%b
5356b82c8c	%H%m1%V100［%m0라그로스%m1］%V0%m0\n・여긴・ 어둡고・\n너무・ 추워・。%b
68bda5666f	죽었나・。%b
9de52af356	・응.%b
95f24f3b6b	우왓！%b
a20c73d257	뭐 뭐야 저거！%b
4ed7af4927	%H%m1%V100［%m0루나%m1］%V0%m0\n
547cf04d5e	전, 유현의 숲 수호자,\n숲의 요정, 루나예요.%b
7ff5ef096c	저는 지금까지,\n유현의 숲과 함께,\n차원의 문을 지켜왔어요.%b
0b9235d8fe	허나, ７인위원회라\n칭하는 놈들 때문에,\n유현의 숲 결계가 풀려버렸어요.%b
1c31f74a7d	그리고, 차원의 문 봉인도,\n풀리려 하고 있어요.%b
db6b64545d	그들 생각은 사악해요.%b
9d39289245	모든 생명을,\n숲을, 물을, 공기를,\n뜻대로 하려 하고 있어요.%b
29e27aeb99	부탁이에요,\n저희를 도와주세요.%b
a24233857c	그리고, 모든 자연과,\n거기 사는 모든 생명을\n지켜주세요.%b
b6ef8d7cff	지금, 그걸 할 수 있는 건,\n당신들뿐이에요.%b
d156d629d0	근데, 어떻게 하면・？%b
a030b3b346	당신들, 하늘 나는 배를 갖고 있죠？%b
92b0e8261a	근데, 지금 망가져서,\n도저히 날 수 없어.%b
527d18456c	허나, 하늘 말고는\n유현숲에 들어갈 길이 없어요.%b
cbc821ab9f	어떻게든, 하늘 나는 배를 고치세요.\n전, 이제 돌아가야만 해요.%b
52479a5114	지금도, ７인위원회가,\n차원의 문에 걸린 봉인을\n풀려 하는 게 느껴져요.%b
cd0124f987	저에겐, 아니, 이 세상 전체에,\n시간이 없어요.%b
fa35080b58	카오스게이트를 쓰면, 리그로드,\n야마타이, 카달 사이를,\n순식간에 오갈 수・。%b
c70333ef19	사라졌다・？%b
95c244eba1	있잖아, 뮤, 라그로스가\n이런 거 가지고 있었어！%b
17b14a28be	이건, 갈자드가 가졌던 것과\n같은 물건인 모양이군.%b
7f5b650a08	그럼, 이「게이트키」를 쓰면,\n카오스게이트를 이용할 수 있는 건가？%b
447f4c7a14	이쪽 열쇠는\n어디 열쇠일까요？%b
260460f04e	아버님이・,%b
549ea91a11	아버님이 고대유적에 채웠다는\n열쇠 아닐까？%b
a1909335a1	고대유적서\n아우 소재도 확인하리다.%b
adeef31004	주제넘은 말인 듯하나,\n소인의 아우 팔코는, 고대마법기술,%b
86443bde1c	특히, 하늘을 나는 배에 관해선\n대륙 굴지의 학자이외다.%b
63bcda81ff	아우 팔코를 찾아내어,\n하늘을 나는 배를 재건하는 것이,\n가장 지름길이라 사료되옵니다.%b
a3add9540e	부디, 결단을 내려주소서.%b
81fa545b16	내 목숨도, 이제 여기까지・。%b
0fbd8a89ff	마지막으로, 우리 목적을 알려주지.%b
d499dbc037	이제 너희가\n그걸 막을 순 없을 거다.%b
7c3b75d349	카오스 힘을 제어할 방법이 없으니\n세상 멸망한다고 말하고 싶은 거겠지？%b
9c2cefafd7	그런 건 불가능하다,\n라는 너희 마음의 외침이 들리는군.%b
b9888429b1	・결코, 불가능하지 않다.%b
bd7a4ca611	고대마법문명에 관한 지식을・\n우린 알렉트리아 대도서관에서 얻었다.%b
b582c5e464	알렉트리아 대도서관 관장은,\n그 지식과 맞바꿔,%b
bac975d99b	・알렉트리아 대도서관의\n안전을 얻었던 거다・。%b
5cce6c86d5	필요한 걸・ 배운 우리는・\n카오스 힘을 써・,%b
748c0dac82	７인위원회에 의해・,\n・모든 게 통제되고,%b
0efeb4e7f8	진정으로 우수한・ 선택받은 자만이,\n・구축하고・ 지배하는\n세상을・ 만드는 거다！%b
3ad6e2d3ce	・죽었・。%b
e94a012b65	죽은 것 같네.%b
0c30d94004	돌아가신 모양이네요・。%b
9edfa6d408	죽어버린 것 같네・。%b
e310691e23	・죽었나・。%b
e162144183	죽었구려・。%b
a25ccba1f4	죽어버렸네여・。%b
7525aec25b	죽은 거야, 인 거네・。%b
ca028e5739	죽은 모양이다～제.%b
54c139b019	뭐죠！？%b
e588d0a2d5	꺄악！%b
197b568ddf	・우옷！%b
139eb2cfbe	무엇이오！%b
5898b8f055	꺄악 인 거야！%b
3097d70839	뭐냐～제？%b
7a67f88328	뭐？%b
87420f8e4a	뭐냐？%b
a3d94d667f	뭐야？%b
d012c97295	뭐, 저거！%b
e04f564e36	뭘까？%b
3b8eece581	뭐여？%b
f8104d2755	뭐야 인 거야？%b
225c3d6ade	응・。%b
65e4809c67	근데, 지금, 망가져서,\n도저히 날 수 없어.%b
69d9d18f5c	네・。%b
ea62d98a77	근데, 지금, 망가져서,\n도저히 날 수 없어요.%b
85bdb91b1f	아・。%b
737540a362	허나, 지금은 망가져서,\n도저히 날 수 없다고.%b
9797c90bcd	확실히・。%b
0dd6eaeeb3	근데, 지금은 망가졌어요,\n도저히 날 수 없어요.%b
928fc1bb7f	그건 그렇지만・。%b
79a7090bfd	근데, 지금은 망가져서,\n도저히 날 것 같지 않아.%b
541973c15a	확실히 갖고는 있지만・。%b
60a70b2824	허나, 지금은 망가져서,\n도저히 날 수 없다.%b
eef4c43707	그렇소만・。%b
32c1a5ce5e	허나, 지금은 망가져 있어,\n도저히 날 수 없소이다.%b
7057074c5b	갖고 있여・。%b
09f8e928b3	근데, 지금은 망가졌여.\n도저히 날 수 없여.%b
61557a4ac0	갖고 있어, 인 거야・。%b
812009af6a	근데 지금 망가진 거야, 인 거야.\n못 날아, 인 거네.%b
e046e98944	갖고 있는 것이다～제！%b
e080fb1d4b	근데 지금은 망가진 것이다～제！\n날 수 없는 것이다～제！%b
9a7a79c06b	그래도, 하늘 말고는\n유현숲에 들어갈 길이 없어요.%b
818c28a20f	루나가 문득 사라졌다.%b
575ab2cd3f	【게이트키】와,\n【고대유적의 열쇠】를 찾아냈다.%b
db4c12900e	이쪽【게이트키】는,\n갈자드가 갖고 있던 것과\n같은 물건인가 보네.%b
69567a1bc9	그렇다면,\n이【게이트키】를 쓰면,\n카오스게이트를 이용할 수 있는 걸까？%b
7eb12085da	게다가 이쪽은【고대유적의 열쇠】인가.%b
a72ade741c	러스티 얘기로는,\n이게 있으면 고대유적의 문을 열어서%b
fbdb7c80b9	호크아이 동생 팔코의 소재도\n확인할 수 있다는 거다.%b
7a61f9960c	호크아이한테 들은 바로는,\n동생 팔코는, 고대마법기술,%b
46228f9d8e	특히, 하늘을 나는 배에 관해선\n대륙 굴지의 학자였다던가・。%b
90a33a296c	호크아이 동생 팔코를 찾아내면,\n익시즈를 재건하는 것도,\n꿈이 아니야！%b
dda84226cf	이쪽【게이트키】는,\n갈자드가 갖고 있던 것과\n같은 물건인가 보다.%b
17ffeacb95	그렇다면,\n이【게이트키】를 쓰면,\n카오스게이트를 이용할 수 있단 거？%b
a49cd8a3e9	게다가, 이쪽은【고대유적의 열쇠】다.%b
428c5f5eac	이게 있으면 고대유적서\n호크아이 동생 팔코의 소재도\n확인할 수 있어！%b
850215a1f1	특히, 하늘을 나는 배에 관해선\n대륙 굴지의 학자였다니까.%b
8ab7d817ce	호크아이 동생 팔코를 찾아내면,\n익시즈를 재건하는 것도,\n꿈이 아니네！%b
8fefbcbbec	이쪽【게이트키】는,\n갈자드가 갖고 있던 것과\n같은 물건인 모양이군.%b
275011c316	그렇다는 건,\n이【게이트키】를 쓰면,\n카오스게이트를 이용할 수 있는 건가.%b
f9c46a2924	호크아이 동생 팔코의 소재도\n확인할 수 있다고 들었어！%b
c1fcbf9183	특히, 하늘을 나는 배에 관해선\n대륙 굴지의 학자였다니까.%b
49be0f9284	호크아이 동생 팔코를 찾아내면,\n익시즈를 재건하는 것도,\n꿈이 아니야！%b
03876f64f5	이쪽【게이트키】는,\n갈자드가 갖고 있었다고%b
2378dc3426	들었던 것과\n같은 물건인 모양이네요.%b
ed52c94a30	그렇다면,\n이【게이트키】를 쓰면,%b
7a54f38b83	카오스게이트 이용할 수 있는 거군요！%b
8489b90896	게다가, 이쪽은,\n【고대유적의 열쇠】네요.%b
c5648b76ac	러스티 얘기로는,\n이게 있으면 고대유적의 문을 열고%b
4cd23d761d	호크아이 동생 팔코의 소재도\n확인할 수 있대요！%b
ff44ebc103	호크아이한테 들은 바로는,\n동생 팔코는, 고대마법기술,%b
3604c5b630	특히, 하늘을 나는 배에 관해선\n대륙 굴지의 학자라던데요.%b
381ac87c39	호크아이 동생 팔코를 찾아내면,\n익시즈를 재건하는 것도,\n꿈이 아니에요！%b
8750220eed	이쪽【게이트키】는,\n갈자드가 갖고 있던 것과\n같은 물건인가 보네.%b
f46c8f2afb	게다가, 이쪽은【고대유적의 열쇠】네.%b
4e49c8ef37	호크아이 동생 팔코의 소재도\n확인할 수 있단 거야！%b
a965ee52e0	호크아이 동생 팔코를 찾아내면,\n익시즈를 재건하는 것도,\n꿈이 아니네！%b
d95d13f893	이쪽【게이트키】는,\n갈자드가 갖고 있던 것과\n같은 물건인 모양이다.%b
2f7a67c395	그렇다는 건,\n이【게이트키】를 쓰면,\n카오스게이트를 이용할 수 있단 건가.%b
6f45c18cab	게다가, 이쪽은【고대유적의 열쇠】다.%b
212172ba20	특히, 하늘을 나는 배에 관해선\n대륙 굴지의 학자였다더군.%b
c496d1169e	호크아이 동생 팔코를 찾아내면,\n익시즈를 재건하는 것도,\n꿈이 아니란 거다！%b
d507b297b4	이쪽【게이트키】는,\n갈자드란 자가 갖고 있던 것과\n아무래도 같은 물건인 듯하오.%b
392a3d2ba1	카오스게이트를 이용할 수 있다\n는 것이오？%b
61b05bae72	게다가, 이쪽은,\n【고대유적의 열쇠】이외다.%b
cbeda037b1	이게 있으면 고대유적서\n아우 소재도 확인하리다.%b
e6d4f1e163	아우 팔코를 찾아내어,\n하늘을 나는 배를 재건하는 것이,\n가장 지름길이 되리다.%b
38ae5980f3	이쪽【게이트키】는,\n갈자드가 갖고 있던 것과\n같은 물건인 것 같여.%b
9f0c0afcd2	그렇다는 건,\n이【게이트키】를 쓰면,\n카오스게이트를 이용할 수 있는 거여.%b
a2af21f003	게다가, 이쪽은,\n【고대유적의 열쇠】여.%b
5f85e7b34b	호크아이 동생 팔코의 소재도\n확인할 수 있단 거여.%b
182ae40ef2	특히, 하늘을 나는 배에 관해선\n대륙 굴지의 학자였다더여.%b
be75b73ac8	호크아이 동생 팔코를 찾아내면,\n익시즈를 재건하는 것도,\n꿈이 아니여！%b
50b307752e	이쪽【게이트키】는,\n갈자드가 갖고 있던 것과\n같은 물건 같은 거야, 인 거네.%b
f8e544e243	그렇다는 건,\n이【게이트키】를 쓰면,\n카오스게이트를 이용할 수 있는 거네.%b
5ad4317474	게다가, 이쪽은,\n【고대유적의 열쇠】인 거네.%b
7a858aef56	호크아이 동생 팔코의 소재도\n확인할 수 있단 거야, 인 거야.%b
d85a762ea6	특히, 나는 배에 관해선\n대륙 굴지의 학자인 거네.%b
49fcaccfb2	호크아이 동생 팔코를 찾아내면,\n익시즈를 재건하는 것도,\n꿈이 아니란 거야, 인 거야！%b
3400ed711a	이쪽【게이트키】는,\n갈자드가 갖고 있던 것과\n같은 물건인 것이다～제！%b
af127ef560	그렇다는 건,\n이【게이트키】를 쓰면,\n카오스게이트 쓸 수 있는 것이다～제！%b
1f759aa34b	게다가, 이쪽은\n【고대유적의 열쇠】인 것이다～제！%b
fd2657862d	호크아이 동생 팔코의 소재도\n확인할 수 있는 것이다～제！%b
77280e57af	특히, 나는 배에 관해선\n대륙 굴지의 학자인 것이다～제！%b
7f5851a3a2	호크아이 동생 팔코를 찾아내면,\n익시즈를 재건하는 것도,\n꿈이 아닌 것이다～제！%b
801f6ab2b5	러스티, 진정해.%b
722ea0e065	하지만・\n그놈만은 용서 못 해！%b
4b0d7e8b1e	익시즈에서 내릴까요？
7a08e47414	내린다
c193eb97cf	안내린다
28d0d7f40d	아야야・。%b
ed8a5bf493	여긴・\n리그로드 대륙이다！%b
1db26efc8d	리그로드로 돌아왔어！！%b
c277185fea	・아！\n들떠 있을 때가 아니야！%b
9ac904232c	다들, 괜찮았어？%b
2d7e22ab3f	아, 아아, 난 괜찮아.\n괜찮아, 시라나미？%b
900fac3c36	・윽！%b
f784c29cd9	이, 이봐 괜찮아！%b
cf0282400b	나・ 이제 틀린 것 같아・。\n부탁이야, 날, 안아줘.%b
28dfdcd790	정신 차려！\n괜찮아, 내가 있잖아.%b
cf9f8f3970	・잠깐, 야.\n얼굴이 웃고 있잖아・。%b
67e0c31004	・그치만,\n아~쨩이 다정하게 대해줘서\n기뻤단 말야.%b
da978d98d2	다른 애들은, 괜찮아？%b
cd8b5075ee	그래, 괜찮아.%b
ae2196d824	저도, 괜찮아요.%b
aea3758d4b	아웃！%b
c92f9319c5	괜찮아, 나즈나！%b
838b9248eb	비켜, 아~쨩！%b
367d57fdec	나즈나, 정신 차려！\n내가 있잖아！%b
56857ae42f	시라나미ー！%b
9acdcfbda1	자기만 아스카랑 알콩달콩하고,\n치사한 거네！%b
2523437938	거기다 나즈나 러브러브 작전을\n방해하다니, 너무한 거야, 인 거야！%b
ed44184307	뭐가 러브러브 대작전이야！\n내 흉내 내는 것뿐이잖아！%b
e4b4abaa11	야, 인마・。\n적당히 좀 해라, 너희들.%b
d55d2adb01	적당히 해야 할 건 아스카 쪽이야！\n대체 나랑 나즈나 중 누굴 고를래？%b
16dd1c585f	그런 거네！%b
47ec69ebbb	아스카가 확실히 안 하니까\n이런 일이 벌어지는 거네！%b
dbbe8bada7	알았어.%b
ddbc779560	그렇게까지 말한다면,\n확실히 해두자고.%b
250ffc85ed	허나 지금은 안 돼.%b
b92cfc7219	이 싸움 매듭지을 때까지는,\n대답을 기다려줘.%b
b214d52e82	・좋아.%b
336d0fedb0	・알았어, 인 거네.%b
df22934a70	이 자리서 확실히 할 수도\n없을 텐데・ 힘들겠군, 아스카.%b
1da4405264	있잖아, 알려줘, 카무이.%b
23a1851ca1	누군가가 누군가를 좋아하는 게,\n그렇게 중요한 건가？%b
8f6f7e17af	・흠, 그렇군・。%b
4384727b9a	묻겠는데 강해지고 싶냐, 아스카？%b
13aeafbaca	뭐야, 갑자기・。\n그래, 누구보다 강해지고 싶어.%b
455a959d74	근데, 나한텐 아직 힘이 부족해・。\n그게 뭐？%b
09e95f300c	그럼, 힘이란, 뭐냐, 아스카？\n뭘 위해 힘이 필요한 거지？%b
787a1a237d	그야 소중한 사람들 지키기 위해서지.\n근데 그거랑 이게 무슨 상관이야.%b
1ae1f34409	소중한 사람을 지키고 싶은 마음이\n힘이 된다.%b
1a1a7e25df	시라나미 일행이 네 마음을\n확인하고 싶어하는 것도,%b
75ef4290d3	너와 함께 싸우고, 힘이 되고,\n돕고 싶다고 생각해서지.%b
0ce7b6fff8	난, 얘들한테\n지켜달라고 할 생각 없어.%b
c3281f95c5	그렇게 말해도,\n아가씨들 마음은 안 변해.%b
bcbf0e74e5	쳇, 도통 모르겠어, 연심이란 거.\n나한텐.%b
5ad6934b1f	그럼, 좋은 기회잖아.\n곰곰이 생각해보는 게 좋겠군.%b
eed5a2d029	당신은 아는 거야, 카무이？%b
7da090e006	나도 모른다.\n혹시 답을 찾으면 알려줘.%b
7bc8fbb823	치사하다！%b
4c7d1c6ff0	（그나저나, 앙주 님,\n예쁘여・。）%b
d54e0a07aa	이 마력의 요동은, 뭐냐～제？%b
532405112b	그 갈만오브 상태는,\n대체 뭐였을까요・？%b
f390523093	７인위원회랑 관계없으면 좋겠는데・。%b
51b496d626	그건 그렇다 치고,\n익시즈는 어떻게 하실 건가요？%b
b5c1bc8c1a	미안해・ 익시즈.\n우릴 위해 애써줬는데.%b
82a13be095	%H%m1%V100［%m0팔코%m1］%V0%m0\n
b772f872d2	누오오오옷！%b
0414f6d45c	고대마법문명 기술과 지식 전부가,\n지금 여기에！%b
988756fea6	아우야,\n정말 이걸 고칠 수 있는 게냐？%b
bcb2529de7	섭섭하오이다！%b
b110f4871e	소인, 형님이 검을 휘두르는 동안,\n학술에 힘썼사옵니다！%b
b0076c42f9	그럼, 고칠 수 있네！%b
ee35a012d0	분부 받들겠나이다\n공주님.%b
24f4685a89	이번 익시즈 추락은,\n갈만오브의 힘이 어떤 원인으로\n무효화된 탓이옵니다.%b
57726047b6	그래서 원인이란 건？%b
27390f23c6	７인위원회이옵니다.%b
700e4f8f73	그놈들이,\n유현숲을 지키는 봉인을 풀었사옵니다.%b
4ce4b2047b	유현의 숲에 걸린 봉인을\n풀었을 때, 그 강대한 마법력으로,%b
7df1f109d9	갈만오브가 불안정해져,\n본래 위력을 발휘 못 하게 됐사옵니다.%b
a2b8c3d4e9	그럼 대체 어떻게 하면 되는데？%b
ef2f1d13f0	하오면, 카달의 알렉트리아 대도서관에\n가시길 청하옵니다.%b
9818937cd7	카달의 알렉트리아 대도서관？%b
e5e8b1db12	소인의 기억이 확실하다면,\n알렉트리아 대도서관 지하열람실에,%b
e44fc6ea3e	그래비티 장로가 쓴\n「익시즈 구조론」 책이 있사옵니다.%b
8e7c977ba9	공주님께서는,\n이「익시즈 구조론」을,\n한번 읽어주셨으면 하옵니다.%b
cc66343cb5	그리하면, 익시즈 수리에\n필요한 물건에 대해,\n확실히 알 수 있을 것이옵니다.%b
499bc2bca5	그러면, 다시 익시즈호는\n하늘을 날 수 있게 되는 거네！%b
387c5dec6f	그래서, 그쪽은 어찌할 텐가？%b
0168c61670	아무래도 문제 있는 건,\n갈만오브뿐만이 아닌 듯하오.%b
f14ea7c200	선체 보수, 출력장치 조정・。%b
355a51cf38	그렇군, 우리가 익시즈 재생에\n필요한 걸 모으는 동안, 그쪽은,\n그 외 부분을 보수하겠다는 것이군.%b
d216979fbd	역시 형님, 명찰이시옵니다.%b
fb3a369ed3	하오면, 뮤 공주님,\n아우 의견을 한번 고려해주소서.%b
455048cf50	근데, 어떻게, 카달의\n알렉트리아 대도서관에 가면 될까.%b
b2baa269d3	라그로스탑에 카오스게이트 있사옵니다.%b
6039ea1491	거길 지나면, 카달이나 야마타이로\n눈 깜짝할 새 날아갈 수 있사옵니다.%b
6cabe97266	알았어, 라그로스탑이지.\n다들, 가자！%b
9352ed36f3	이야, 뮤 아니야.%b
ee3d994d75	디아네 씨！\n어라, 배 수리도 하는 거야？%b
9c0fc69e6f	그렇지.%b
f7051d3dd7	팔코한텐 힘쓰는 일이\n안 맞는 것 같아서.%b
2b7587cd43	그것도 그렇네.%b
b171e4eab2	디아네 님, 무슨 일이시오？%b
6d718958d4	어이쿠, 공주님！%b
2b0c01552a	그래서, 그 후, 진척은,\n어떻소？%b
1aafc72e4a	그게・。%b
6c32866085	그렇군, 생각대로는 안 되는가 보오.%b
601e651941	부디 신경 쓰지 마시길.%b
67df7728f3	필요한 물건을 가져다주시면,\n반드시 익시즈를\n부활시켜 보이겠어요.%b
9294900b3e	오오, 이거 공주님！\n그래서, 진척은, 어떻소？%b
af6d7e2291	필요한 물건을 가져다주시면, 반드시 익시즈를\n부활시켜 보이겠어요.%b
4ea91dadd6	오오, 이건 말라카이트 아니오！%b
5074944e93	바로 이거,\n익시즈 수리에 필수적인 물건.%b
8ce31346fd	근데, 우리가 알아본 바로는,\n이거 말고 애로우스톤이란 광석이\n필요한 것 같아.%b
4e9f121f68	애로우스톤・。%b
5efb5143b4	확실히 그렇소.%b
c28acbec3e	말라카이트만으로는,\n익시즈를 수리할 수 없소이다.%b
40743c2933	애로우스톤은,\n아무래도 사모사에 있는 것 같은데,\n어떻게 하면 사모사에 갈 수 있을까？%b
942d037e49	흐음・。%b
a5ac2893bf	오르트마로 향하시는 게\n어떻겠소.%b
79317e8a56	오르트마・？%b
4fe20a93fa	그렇소.\n오르트마는, 리그로드의 손꼽는 항구.%b
439a08d681	사모사까지 태워다줄\n뱃사공이 있을 것이오.%b
9c92b0e59d	좋아, 그럼, 오르트마로 가서,\n사모사까지 태워줄 사람을 찾아보자.%b
4647c144bd	오오, 바로 이거요！%b
93d23d1f49	이거야말로, 바로 익시즈 부활의\n열쇠를 쥔 중요한 물건이오.%b
de1812fcae	・라고, 기뻐만 하고\n있을 순 없소이다.%b
8b2150d3ef	말씀드리기 송구하나,\n익시즈 부활에는,\n한 가지 더 필요하오.%b
d6e51ee766	말라카이트라는 물건이오.%b
43761b9ffc	말라카이트구나,\n알았어, 꼭 찾아내 보일게.%b
899e4b2f02	부탁하오！%b
78eeea7496	익시즈 부활에는,\n한 가지 더 필요하오.%b
d41b16a5a3	어이쿠, 이거 공주님！\n진척은 어떠하시옵니까？%b
3293e91d76	완벽해！\n봐봐, 이거！%b
916611f2f7	오옷,\n애로우스톤 아니오！%b
531db7cec7	이걸로 드디어,\n익시즈 수리에 필요한%b
ab9bf3c117	말라카이트와 애로우스톤이\n갖춰졌구려.%b
47e03d869e	이 둘만 있으면 반드시, 다시 한번,\n익시즈를 하늘에 띄워\n보여드리겠소.%b
fc5b56ae1e	・허나,\n작업엔 조금 더 시간이 걸리리다.%b
0fb33ffd25	송구하나, 소인에게 시간을 주소서.\n길게 안 걸리게 전력을 다하겠나이다.%b
0e65e97b44	알았어.\n부탁할게, 팔코.%b
96e3609b54	넷！\n목숨을 걸고서라도！%b
3b55db74f7	공주님！\n드디어, 드디어 완성했사옵니다！%b
01c50dae55	광익선 익시즈,\n언제 출발할 수 있사옵니다！%b
810b987c35	해냈다아！\n고마워 팔코！！\n고마워 디아네 씨！！%b
054aae3ea5	자, 뮤, 타 타！%b
1c04b0dd47	아무래도, 운명의 신인지 뭔지는,\n나한테 너희 운반역을\n시킬 속셈인가 보네.%b
25f954fc98	내 이름은, 고대 리그로드어로,\n나룻배란 뜻이야.%b
de4d1ac53d	난, 너희가 필요할 때를 대비해,\n숙명이란 놈이 준비한 나룻배인 거지.%b
20f5d2e1c3	그렇소이다.%b
d977b66266	소인도, 디아네 님도, 공주님 싸움엔\n동행할 수 없는 몸.%b
5dcdf565ae	허나, 저희는,\n공주님이 최상 상태로 싸우게,%b
8f5630077a	상황을 정비한다는 대임을,\n숙명 지어진 몸.%b
961272691c	%H%m1%V100［%m0팔코%m1］%V0%m0\n부디, 공주님.%b
6940399dde	%H%m1%V100［%m0팔코%m1］%V0%m0\n설령 그 자리에 없더라도,\n저희도 함께 싸우고 있음을,\n잊지 말아주소서.%b
3bfbb6589c	고마워, 디아네 씨.\n고마워, 팔코.%b
4a9bb25c79	자, 공주님,\n익시즈호, 발진 명령을！%b
ef45da9395	응.\n・뭔가 쑥스럽네・。%b
6519598b2b	리그로드 대륙 중앙\n차원의 문을 향해%b
3e13afcf1c	광익선 익시즈, 발진！！%b
efc91669a8	어떻소, 공주님！%b
87f3bf4334	응, 엄청 좋아！%b
c57669241a	공주님, 부디 이걸 받아주소서.%b
e39fa146b5	뮤는,\n【바람의 메달리온】을 입수했다.%b
71dd83567c	【바람의 메달리온】이라는 물건이오.%b
d20b74826e	저희를 불러내기 위한 물건이오.%b
146c596495	이걸 쓰면, 뮤 공주님 곁으로,\n소인과 디아네 님이 익시즈를 몰아\n반드시 마중 가겠사옵니다.%b
522d149a7d	부디, 지니고 계셔주소서.%b
12e20204ec	응, 알았어.\n정말 고마워.%b
0f1d9bc0b2	다들, 괜찮아！？%b
2677f6931a	괜찮은・ 것 같아.\n큰 부상은 없는 것 같아.%b
6cdb66982c	그래・ 다행이다.%b
bb9bde19d4	익시즈는 무사하오！？%b
462e7f8ad7	안심해, 팔코.\n흠집 하나 안 났어.%b
da9e1842a3	・일단은 한시름 놓았구려.%b
1a8882b840	허나, 지금껏 없이\n규모가 큰 지진이었구려・。%b
f77ded8cc6	대체 무슨 일이 벌어지는 걸까？%b
1e20ffcd48	설마, 이것도 ７인위원회 짓이야？%b
afd5ba1776	뮤・ 뮤・。%b
525adaeff0	누구・？%b
26e50e6817	저예요・。\n차원의 문을 지키는 루나예요.%b
be313496e1	루나？！\n무슨 일이야？！%b
926cc34f4f	대체 무슨 일이야？%b
3f9f7d695b	여러분！\n큰일이 벌어졌어요.%b
73ca8264d2	７인위원회한테,\n결국 차원의 문 봉인이\n풀리고 말았어요.%b
fbe4c46aef	뭐, 뭐라고요！%b
0646dc533b	저도, 필사적으로 저항했지만,\n역부족으로, 그들에게 문이 열리고 말았어요.%b
b75f018259	그들은, 갈만오브를 갖고,\n카칼클랜으로 향했어요！%b
d87c81ac71	한시라도 빨리, 당신들이\n７인위원회를 막아주지 않으면\n큰일이 벌어져요.%b
502214469a	저는, 동쪽 유현숲\n차원의 문에서 기다릴게요.%b
a57b397e5e	어서 와주세요！%b
