key	files	bytes	chars	tokens	jp	ko
ac91514bef	1	55	26	%b	お父様・・・\nわたくし、お父様の無念を晴らしましたわ！%b	
ae19a28d3d	1	55	26	%b	そんなことをすれば、\nとんでもないことになりましてよ！%b	
ae1f032ec0	1	55	26	%b	他のヤツはだまされても、\nオレの目はごまかされねぇゼ。%b	
af39071ddb	1	53	26		そんなに持てっこないでしょ。\nそれぐらい分かるでしょ。	
af3ff893ee	1	55	26	%b	カダールの連中がデカい顔してられんのも\n今のうちさね。%b	
afbe866d61	1	55	26	%b	しばらくすると、\nまた女や子供を差し出せと言ってきた。%b	
afe112e02c	1	55	26	%b	ここにいるのは、忍者屋敷にいる\nカダール軍の兵士だな。%b	
b0a33b1574	1	55	26	%b	この道を通って村に戻るんだね。\nみんな、用意はできた？%b	
b0e9ad36e2	1	55	26	%b	おっとと、あしもとがぐらついて\nこけそうになったでし。%b	
b19a32b2c1	1	55	26	%b	国土のみならず、\n私達の王と王妃にまで手をかけるとは、%b	
b2ee6c54fd	1	53	26		ありがとうございます。\nほかに何か売物はございますか？	
b4c4c34016	1	52	26		どなたかお一人のＨＰを完全に回復することができます。	
b4f61c0fbc	1	55	26	%b	その通りでござる。\nにっくき悪漢共を退治しましょうぞ！%b	
b500690e80	1	55	26	%b	こういうときは、\n近くの村や町でお年寄りに話を聞くと、%b	
b51aa9d9c0	1	55	26	%b	いや、僕が言いたいのは\nそういうことじゃなくて・・・。%b	
b51e0e53af	1	55	26	%b	まだドラグーンに\n戻ってらっしゃらないじゃないですか。%b	
b5b308478e	1	55	26	%b	どうだろう、とりあえず\nポポロンの様子を探ってみては？%b	
b6a98f1b3c	1	55	26	%b	俺様は枯木を見ると\nムショーに押したくなるのだ～ゼー！%b	
b7f395f87e	1	55	26	%b	わたくし達が目指しているのは、\nハイランドではなくて？%b	
b837d7a8d5	1	55	26	%b	おいら、きっとヨモギちゃんを\n幸せにしてみせるからさ。%b	
b85d6112b3	2	55	26	%b	魂となって・・・我らは・・・\n必ず・・・世界を・・・。%b	
b8e2cf0d24	1	55	26	%b	それを止めることができなくて、\n何のための知識ですか！%b	
b91476676d	1	52	26		マインドワード。精と星の融合について書かれています。	
b9dd5237ec	1	55	26	%b	ふむ、ここから先は\nハイランドに続く道ではないようだ。%b	
badc7ac877	1	55	26	%b	ワイがええこと教えたるよって、\n聞いていかなあかんで。%b	
bb485c6180	1	55	26	%b	もぅ、女をいつまでも待たしぇて、\n悪いヒトなのよのさ。%b	
bd895428f9	1	55	26	%b	やぁ、ホークアイ！\nカダールの件はカタがついたんだろ？%b	
bd8ac93f9d	1	52	26		術者自身とその周囲を巻き込む大爆発を起こす爆弾です。	
bdc3d7ec08	1	55	26	%b	７人委員会って怖い人達なんだって。\n本当かなぁ・・・。%b	
bdccedefdb	1	55	26	%b	この人の言う通りなのね。\nナズナと契約しなさい、なの。%b	
bf82bccfc0	1	55	26	%b	キスとか抱きつくとかいった方が\n好ましいか、と・・・。%b	
bff9533552	1	55	26	%b	７人委員会による\nヤマタイ・リグロードへの侵略行為は、%b	
c0f52a2b25	1	55	26	%b	あれれ、ここにはめ込むような物は\n持ってなかったんだ。%b	
c1ef0c1675	1	55	26	%b	ま、あれはオレが応じないことを\n分かった上での計略さ。%b	
c2667d7fe1	1	55	26	%b	皆の衆、各個撃破されないように\n気をつけるでござるよ。%b	
c2f5fcfee9	1	52	26		特別な者にのみ着用がゆるされるという聖なる法衣です。	
c30b18aa3e	1	55	26	%b	イガ最強ってのは、\nリグロード戦役でも証明されてるゼ。%b	
c337a2b8a7	1	55	26	%b	早めに行動しないと、\n取り返しのつかないことになるぜ。%b	
c58a494c5a	1	55	26	%b	つかんでもらって行くか\n地形をかえていくしかないわね。%b	
c6306be887	1	55	26	%b	まったく、あんたみたいな女を\n毒婦っていうんだろうね！%b	
c857e935e0	1	55	26	%b	７人委員会はカカルクランのことも\n調べていたようです。%b	
c92183c227	1	54	26		登る時も言ったが、\nここの地形は滑りやすくなっている。\n	
ca9aefcdfb	1	55	26	%b	そのうちどこの洞窟だったか\n思いだせるかもしれないね、%b	
cc553f7450	1	55	26	%b	いや、それ以前に、\n全国の友人知人達は大丈夫だろうか。%b	
cca6b04ddf	1	55	26	%b	リグロード伝説の英雄達に、乾杯じゃ。\nうぃー、ひっく。%b	
ccc2402d28	1	55	26	%b	ご迷惑をおかけしております。\nカジノは現在建設中です。%b	
ceb7d52d62	1	55	26	%b	こっちの扉を開けるには、\n出直してこないとだめなのね。%b	
cf14071939	1	55	26	%b	オレ達が言い出したことなんだ、\nそんなに気にするなよ。%b	
d0455e7e8d	1	55	26	%b	化け物が持っている\nパールやアメジストなんかの宝石は、%b	
d04a0a3858	1	55	26	%b	アレクトリア大図書館は\n知識の殿堂と呼ばれていますの。%b	
d20d558a60	1	55	26	%b	ドタバタしてたドサクサにまぎれて\n逃げ出してきたんで。%b	
d384f7024d	1	55	26	%b	わたくしは自分の正しいと思ったことを\n行うだけですわ。%b	
d4a580dd8d	1	55	26	%b	うまく人質を助け出して\nアスカに誉めてもらうの、なの。%b	
d533b7b9c3	1	55	26	%b	事情を知らぬこととは言え、\n私共の無礼をお許し下さい！%b	
d68b8855b8	1	55	26	%b	こいつを倒せば、\nドラグーン城を取り戻せるんですのね！%b	
d6c37064e5	1	55	26	%b	申し訳ありませんが、\n皆さまにもおつきあい願いますわ。%b	
d7c8bcdae9	1	55	26	%b	アンジュさんを悲しませる者は、\n俺っチ、許さないでし！%b	
d7ed90f904	1	55	26	%b	これが、水晶柱か。\n何か神秘的な雰囲気を持っているな。%b	
d8124556b0	1	55	26	%b	勝負は時の運ってね。\n勝っても負けても恨みっこなしよ。%b	
d8a3c63965	1	55	26	%b	海底神殿は、\n床が上下する仕組みのトラップがあっての、%b	
d8cf912d6c	1	82	26	%H %m1 %V100 %m0 %s11 %V0 %b	%H%m1%V100［%m0%s11%m1］%V0%m0\nこれを使って、\n司書武闘の力を試してみましょうか？%b	
da0e46ad14	1	55	26	%b	でも、皆が皆そんな強さを\n持ってるわけじゃないと思う。%b	
da30fc5137	1	55	26	%b	こういうのは、シラナミに見せるのが、\nいいのだ～ゼー！%b	
da43b8e75e	1	55	26	%b	平和やわ、ああ平和やわ、平和やわ。\nよろしいおすなぁ。%b	
da81a0d07c	1	55	26	%b	えっと、これが祭壇ね。\nここにこれを置くんだったわね。%b	
db70b44881	1	55	26	%b	ミュウ・・・お願いです、\nわたくしを、行かせて下さい！%b	
dbab625f39	1	55	26	%b	７人委員会の奴らが、\nカカルクランに手を出したせいか？%b	
dbbd49cf1e	1	55	26	%b	どうしてアスカの部下が\n捕まったのかなと思って・・・。%b	
dbce9ce03d	1	55	26	%b	そして、リグロードでは、\n東か西に向かえばヤマタイに、%b	
dc87f1114d	1	55	26	%b	ここで、ナズナは運命の人、\nアスカと出会ったの、なの！%b	
dd8010c849	1	55	26	%z	%zミュウを置いて\n一人で逃げるわけにはいかないよ・・・。	
ddb2905e10	1	52	26		戦闘用に作られた盾で、あつかいやすく作られています。	
ddbc779560	1	55	26	%b	そこまで言うんだったら、\nはっきりさせようじゃねぇか。%b	
ddc771eee1	1	55	26	%z	%z俺様は天才だからして、\n魔法の修行を続けるのだ～ゼー！	
de20e20382	1	56	26	%b	古代遺跡に入るには、\n【古代遺跡の鍵】が\n必要らしいよ。%b	
def353ec0a	1	55	26	%b	なんだか大人になったって感じ。\n胸がドキドキしちゃう。%b	
e00f020f87	1	53	26		ありがとうございます。\nほかに何か買物はございますか？	
e02cfee389	1	55	26	%b	・・・それってどう考えても、\nオレの方が損してないか？%b	
e2d48271af	1	52	26		どなたかお一人のＨＰを１００回復することができます。	
e3a8917710	1	53	26		気に入らねぇか、残念だな。\nほかに用はあるかい、姫様？	
e46b2bf4b4	1	55	26	%b	オレの名を知っているようだが、\nあんた達は一体・・・？%b	
e4a11207bd	1	55	26	%b	そんなことは平和になってから\nいくらでもしてあげるよ！%b	
e51fdbba57	1	55	26	%b	７人委員会の愚かな行いを\n見すごすことはできませんわ！%b	
e6ce1b58c8	1	55	26	%b	君は一人なんかじゃないんだ！\nミュウは・・・僕が守る！%b	
e6d535945f	1	55	26	%b	原ヤマタイ人が住んでいると\nウワサされておりますじゃ。%b	
e7172437bb	1	55	26	%b	７人委員会は本当の平和を\n知ることはできなかったんだ。%b	
e83e73aaa2	1	55	26	%b	あんた達も、火薬庫の消火を\n手伝ってくれたんだってな。%b	
e8876f02bb	1	55	26	%b	平和とともに、\nますます発展するゴジョウを見てってや。%b	
e9113c74c6	1	55	26	%b	でもいいのかなぁ？\n歴史ある建物をこんなにしちゃって？%b	
ea4f6376b4	1	55	26	%b	ここには【蓬莱の珠】が\nぴったりはまるようになってる。%b	
ebaf7300f3	1	55	26	%b	やつらを倒せば、きっと・・・。\nきっと戻ってこれるよ！%b	
ec458a59e4	1	52	26		自らの姿を消して、敵から攻撃を受けないようにします。	
ec83960817	1	56	26	%b	えへへ。\nこれ、うちのお父ちゃんからの\nウケウリやねん。%b	
ecfe8cd333	1	55	26	%b	この町の者にとって、\nあの空飛ぶ船は自慢の種なんだよ。%b	
edbbba577b	1	55	26	%b	おっと、ここにはめ込むような物は\n持ってねぇんだよな。%b	
ede43aa83f	1	55	26	%b	クリカラだけの問題じゃないでし。\n世界の危機なんでし。%b	
edf769f25e	1	55	26	%b	なんて、うふふふ。\n本当は、絵本で読んだんですけれど。%b	
ee0c7bbcb9	1	55	26	%b	ハイランドという町で\n情報を集められるかもしれません。%b	
ee178a7be8	1	55	26	%b	あいつ達を倒していくしかないのね。\nじゃあ、いくのね。%b	
eea4af03bd	1	55	26	%b	それもこれも、ひっくりかえせば\n愛あればこそなのです。%b	
eecc5e7f80	1	53	26		あら？\n残念ながらお金が足りないようですよ、ミュウ様。	
eecf159097	1	53	26		おいおい、そんなに持てねぇだろ。\nやめとけ、やめとけ。	
ef61618491	1	55	26	%b	ミュウ様、\nどうか気をしっかりとお持ちになって下さい。%b	
f3e1551d27	1	55	26	%b	さては、ガルザードのしわざだな！\n・・・ひどいことを！%b	
f6eef89866	1	55	26	%b	化け物の中には、\n炎や雷に耐性がある奴もいてますのん。%b	
f73935ceb2	1	55	26	%z	%zラスティのクセにボクに意見するなんて、\n生意気だぞう！	
f7516c4db0	1	55	26	%b	ようこそ、ミュウ王女。\n思ったよりも早い到着でしたな。%b	
f75175f43d	1	55	26	%b	シラナミちゃんさえ良かったら、\n仲間になってくれない？%b	
f81dc1c3a2	1	52	26		どなたかお一人のＭＰを５００回復することができます。	
f9ad7230da	1	55	26	%b	あれは不吉なものだというのが\nもっぱらのウワサですよ。%b	
fa4fa0613f	1	55	26	%b	あ、そうそう、私の本体ではなく\n分身を倒してしまうと、%b	
fb3a369ed3	1	55	26	%b	されば、ミュウ姫、\n愚弟の意見を御一考下さいませぬか？%b	
fbdb7c80b9	1	55	26	%b	ホークアイの弟ファルコの所在も\n確認できるってことだ。%b	
fc2aa980c2	1	55	26	%b	さすがにこう仕掛けが多くては、\n一筋縄ではいかないな。%b	
fc5b56ae1e	1	55	26	%b	・・・されど、\n作業にはいましばらく時間がかかり申す。%b	
fc6893f5a6	1	55	26	%b	ところで、キミの部下の皆さんは、\nどこに捕まってるの？%b	
fc69e0bfb4	1	55	26	%b	そこなら、カダール行きの船が\n見つかるかもしれねぇゼ。%b	
fcc49cb06f	1	55	26	%b	姫、さっそく、\nイクシーズ号墜落現場に参りましょうぞ！%b	
fe3a86fd50	1	55	26	%b	せまいところだから、\nみんな落ちないように気をつけて！%b	
ffd70130aa	1	55	26	%b	誰だか知らんが、礼を言わせてもらうぜ。\nありがとうよ。%b	
0065048e59	1	51	25		やだよ、この子は！\n売れるものなんか持ってないわよ。	
0168c61670	1	53	25	%b	どうやら不都合あるは、\nガルマンオーブのみにあらず。%b	
01733a5c54	1	53	25	%b	このような者達に害されるとは、\nさぞや無念であろう。%b	
01a32a19ae	1	53	25	%b	ここをこうして・・・、\n待ってて、もう少しだからね！%b	
01d658c104	1	53	25	%b	お父様の残したカオスの書にも\nそう書いてありますわ！%b	
02ac084f8b	1	53	25	%b	仲間を集めるのに手間取って、\n救出が遅れてしまって。%b	
03431de20b	1	53	25	%b	ヤマタイだね！\nってぇことは、目的地は港町ヒガタだ。%b	
03876f64f5	1	53	25	%b	こちらの【ゲートキー】は、\nガルザードが持っていたと%b	
03c7386c6e	1	53	25	%b	ヒガタって港町で、\nリグロードへの吉報を待ってるよ！%b	
04d0677e5a	1	53	25	%b	ボクもタタラみたいに\n立派なイニシエになれるかなァ？%b	
065ee2de05	1	53	25	%b	お兄ちゃんなんかより、\nだんぜん頼りになるんだから！%b	
06836ad931	1	53	25	%b	・・・そう。\nいいわ、気が済むまでいってらっしゃい。%b	
0798a3e751	1	53	25	%z	%zいいよ、そんなことは、\n子供のころから慣れっこだよ。	
082dac4bfd	1	53	25	%b	なんて言ってる間に\n少しでも行動をするべきですわね。%b	
08cf4df1fd	1	53	25	%b	愛する人とはなればなれでいるのは、\nつらいことさね。%b	
08dbcd9ff0	1	55	25	%S %b	わっはっはっはっ、\nほら、賞金の%SGだ。\n残念だったな。%b	
09a1785d00	1	53	25	%b	ホークアイ、\nあんたもそろそろ帰ってきちゃどうだい？%b	
0c794be103	1	53	25	%b	ナズナは仲間になってるし、\nもうここに用はないよね？%b	
0ce7b6fff8	1	53	25	%b	オレは、こいつらに\n守ってもらおうとは思ってないゼ。%b	
0d1f19cbcc	1	53	25	%b	それがあれば、\nリグロードに渡ることができるんだね！%b	
117992689f	1	53	25	%b	近くに村でもあれば、\nそこで何か分かるかもしれない。%b	
12275585f0	1	53	25	%b	こんど、その時の話を聞かせてよ！\n男と男の約束だよ！%b	
12c5cd6edb	1	53	25	%b	こんな日はステキな恋に\n出会えそうな予感がしますわ。%b	
12f3b2b6f6	2	53	25	%b	カダールのやつらが、\nリグロードからいなくなったよ！%b	
130bf81793	1	53	25	%b	俺様が思ったとおりに、\n出口があらわれたのだ～ゼー。%b	
13a1aa4ec9	1	53	25	%b	自分達が何をしようとしているのか\nわかっているの！？%b	
13aeafbaca	1	53	25	%b	なんだよ、急に・・・。\nああ、誰よりも強くなりたい。%b	
13c0b91906	1	53	25	%b	ここでグズグズはしてられないけど、\n焦っちゃだめだ。%b	
1499745c89	1	53	25	%b	あたしは分かってたわよ、\nあなたは何かやる男だって。%b	
1623bb422f	1	54	25	%b	これは結界洞を開くための道具、\n【八坂の勾玉】\nだな。%b	
164de470b9	1	53	25	%b	気をつけろ！\n高い崖から落されたりしたら命が無いぞ！%b	
190acbd318	1	53	25	%b	ここが拙者の経営する店でござる。\nしばらくお待ちを。%b	
191c11a8aa	1	51	25		ご不用にならはった品を、\n引きとらせてもらいますえ。	
1b0760f5e0	1	53	25	%b	我々には理解できない高度な技術が\n眠っているようだ。%b	
1b2fa13957	1	53	25	%b	女海賊のディアナだって言い伝え、\n本当なんですかね？%b	
1ba3151d59	1	53	25	%b	その中で、イガ最強のシノビ集団、\nそれが月組なのよ。%b	
1c77e7724f	1	53	25	%b	ガルザードは、\nゲテン城からいなくなったって話だぜ。%b	
1dd3a7e672	1	53	25	%b	そのように、かつて言うたことを\n覚えておられるかの？%b	
1ead304096	1	53	25	%b	ザルマに来たら、\n竜殺しの酒を飲まなきゃ意味ないぜ。%b	
20297d5244	6	53	25	%b	くそッ！\nやっぱり眠り薬が入ってやがったかっ・・・！%b	
2190adbf53	1	53	25	%b	まずはヤマタイを侵略し、\nゲンユウサイ伝説を利用し、%b	
21f9b5014e	1	53	25	%b	・・・つまり、\n何となく来てみただけなんだな・・・。%b	
2246357493	1	53	25	%b	ところで、\nこれは自然に火がついたワケじゃないよね？%b	
23e3539dbb	1	53	25	%b	敵を全滅させるか、\n「退却」すれば、いいんだったね。%b	
24b0707c15	1	53	25	%b	今回の異変は、\nリグロード戦役に良く似てるって噂だ。%b	
2535167f10	1	51	25		はい、はい、いらっしゃいませ。\nどんな用でしたかの？	
25bcb0f2cd	1	53	25	%b	透明になっていられるのは\n４から５ターンってとこだ。%b	
260a2e6eba	1	53	25	%b	カダールの残党でござるな。\n正面からいくでござるよ。%b	
261ac26fef	1	53	25	%b	でも、気になる何かが、\nこの木にはありましね・・・。%b	
261f84cf1e	2	53	25	%b	２組のうち、どちらが勝つか、\nそれを当てるんですわ。%b	
263d3d2516	1	53	25	%b	で、どうなんだい、\nそろそろ落ち着く気になったかい？%b	
2740ab2c0c	1	53	25	%b	今ごろノコノコ帰ってきたって、\nもう手遅れなんだよ。%b	
277e3cd1a8	1	53	25	%b	すまねぇ、\nこればっかりは方法を思いつかねぇ・・・。%b	
295103ba6c	2	53	25	%b	イクシーズってヤツを、\n見せちゃもらえないもんかね？%b	
29a00914c3	1	53	25	%b	結界洞を抜けた先の裏ヤマタイには、\n港町のヒガタや、%b	
2a4c19565f	1	53	25	%b	もしかして、イクシーズ号のことを\n御存知なのですか？%b	
2a5b54d718	1	53	25	%b	そして、我らの野望の実現のため、\n早く行って下さい！%b	
2a7c1e0b99	1	53	25	%b	この奥に式神が眠ってると、\n言われちゃいるが・・・。%b	
2b1c3a0ad5	1	53	25	%b	カオスの力への誘惑は、\n私自身を二つにしてしまった。%b	
2c79a62562	1	53	25	%b	中でも、最も言い伝えに詳しいのは、\n我らの長老です。%b	
2d5d743672	1	53	25	%b	いらっしゃい。\nディアーネ船長から話は聞いてまさァ。%b	
2d62b64d52	1	53	25	%b	・・・わかった。\nありがたく助力を受けよう、ミュウ。%b	
2d7047736c	1	53	25	%b	もし、ガケから落ちたら\n大ケガどころでは済まないぞ。%b	
2dde38003e	1	53	25	%b	７人委員会が捜してた情報が、\n見つかるかもしれない。%b	
2e5a0e4ac5	2	53	25	%b	こんな奴らを相手に、\n時間を食うわけにはいかないな。%b	
2e8cffc977	1	53	25	%b	古代遺跡って知ってるかい？\nこの村の南西にあるんだ。%b	
2f4fd6a184	1	53	25	%b	坂道があるから各個撃破\nされないように気をつけてね。%b	
2fd7f2521c	1	53	25	%b	ああ、カダール軍の最高司令\nガルザードがいる場所だ。%b	
2fff64279b	1	53	25	%b	奴等の実力をナメてかかった、\n馬鹿な頭領がいたのさ。%b	
301bd76372	1	53	25	%b	わたくしも７人委員会には\n思うところがありましてよ。%b	
303308ed3f	2	53	25	%b	火気厳禁！\n火事になったら、この大水桶を壊すこと！！%b	
30912ab937	1	53	25	%b	こ、これはっ！\nクィーンズランドが・・・僕の故郷が！%b	
31e8732948	1	53	25	%b	ああ、このままここで\n一生を終えるのだろうか・・・。%b	
31f75f269a	1	53	25	%b	何か仕掛けがありそうだが、\n今は打つ手がないようだ。%b	
3238fff1e1	1	53	25	%b	ドラグーン城が何者かによって\n攻撃される夢でしたの。%b	
3272673168	1	53	25	%b	せいぜい、昔の鉱山の跡があるってのが\nせきのやまよ。%b	
335252f3d2	1	50	25		すばらしい宝石です。アメジストよりも高く売れます。	
34a6be3ad1	1	53	25	%b	・・・まぁ、いい。\n確かに仲間は多い方がいいだろう。%b	
35c51198eb	1	53	25	%b	【ヒヒイロカネ】を加工できる炉は、\nみつかったか！？%b	
364c6fa571	1	53	25	%b	世界に平和が戻って、\nこんなにうれしいことはないね。%b	
3658934a31	1	53	25	%b	攻撃魔法で攻撃するしか方法がねぇから\n気をつけろよ！%b	
366ef7afd4	2	53	25	%b	もう一度挑戦するときは\n登録からやり直してください。%b	
36af6bfcd2	1	53	25	%b	あんがい、この滝の裏に\n通路があったりして・・・ね。%b	
398e0957d9	1	53	25	%b	いったい、何を心の支えに\n生きていたのでござろうか。%b	
3a4736f5dd	1	53	25	%b	こう見えて、\n少し抜けたところのあるお方ですからね、%b	
3aa0339528	1	53	25	%b	あーあ、わたしも、\n夢を追いかけて生きてみたいなぁ。%b	
3aa4431de1	1	53	25	%b	世界にあだなす悪党どもを\nとっちめてくれましょうぞ！%b	
3b3444f02e	1	53	25	%b	もう一度出直さないと、\nこの扉は開かないようでしね。%b	
3b75ff18f4	1	53	25	%b	海を西か東へ向かえば\nやがてリグロードに着きますわ。%b	
3b8d7b2eeb	1	53	25	%b	でも、あなた達が\nそれを使いこなせるかどうか・・・。%b	
3bfbb6589c	1	53	25	%b	ありがとう、ディアーネさん。\nありがとう、ファルコ。%b	
3e66f79616	1	50	25		ハデな音と光の爆発をおこします。爆発力は弱いです。	
3faf029e53	1	53	25	%b	カムイコタンの荒神よ、\n私に力と勇気を与えて下さい！%b	
3fe73be9a7	1	53	25	%b	お願いします、\nリグロードだけの問題じゃないんです！%b	
401c5abe28	1	53	25	%b	ううう・・・。\n私は死んだのではなかったのか・・・。%b	
40a7942403	1	55	25	%b %h	自分たちだけの理想郷を\n作ろうとしているらしいんだ。%b%h	
40ef8bc422	1	53	25	%b	残りの敵なんざ、けちらして、\nさっさと出口へいくぜ！%b	
4241206e50	1	53	25	%b	そんな達人なら、\n家来に迎えてはどうかと思いまして。%b	
439a08d681	1	53	25	%b	サモサまで乗せていってくれる\n船頭がおりましょうぞ。%b	
479d698e5b	1	53	25	%b	カムイコタンの神々の\nお導きがありますように・・・。%b	
47ec69ebbb	1	53	25	%b	アスカがはっきりしないから\nこういうことになるのね！%b	
4882b5bbce	1	53	25	%b	ここがドラグーン城・・・。\nボクの育った場所・・・。%b	
48cabb9f72	1	53	25	%b	わーい、わーい、外で遊んでても、\n怒られへんねんで！%b	
490acd55a0	1	53	25	%b	この先にクリカラって村が\nあるって話らしいが・・・？%b	
492cacc237	1	54	25	%b	見て、\nアローストーンって、\nこれのことじゃないかな？%b	
496b36c1c6	1	53	25	%b	星陵郭の人質救出も大切だけど、\n準備だって必要だね。%b	
4a4a036892	1	53	25	%b	この道は・・・？\n山の頂まで続いているみたいだけど。%b	
4ae3b620c4	1	53	25	%b	きたるべき時代を切り開く、\n優秀な者を選ぶためです。%b	
4b1b578f81	2	51	25		いらっしゃいませぇ～☆\nどういったご要件でしょうか？	
4c21078b8e	1	53	25	%b	こっちに抜けても\nハイランドには行けねえみたいだぜ。%b	
4c9a4e14b9	1	53	25	%b	みんな、もう少しガマンしてくれ、\n必ず助けるからな！%b	
4c9af6a966	1	53	25	%b	ははーん、なるほどね。\nどういう原理か知らないけど、%b	
4d124b9a63	1	53	25	%b	ゲンユウサイしかり、\nカダールもまたしかりだ・・・。%b	
4d3ff5f4f0	1	53	25	%b	ま、とりあえず、ヒバリんちに\n一晩泊めてもらおうぜ。%b	
4d5aa87163	1	50	25		ヤマタイに伝わるアイテムで、一定時間姿を隠します。	
4dbe85eecd	1	53	25	%b	この場は態勢をたてなおして、\n次の機会をうかがおう！%b	
4e7b34150c	1	76	25	%H %m1 %V100 %m0 %V0 %b	%H%m1%V100［%m0ガルザード%m1］%V0%m0\n逃げられた・・・か。\nまぁ、よかろう。%b	
4fbfeb92af	1	53	25	%b	すごい、すごいねぇ。\n・・・あたし、感動しちゃった。%b	
502214469a	1	53	25	%b	私は、東の幽玄の森にある、\n次元の扉で待っています。%b	
50537cbc2c	1	51	25		ご不用になりやした品を、\n引きとらせていただきやす。	
51be134916	1	55	25	%b	な、７人委員会が・・・%b\nレ、レジスタンス狩りを・・・%b	
5205881cc1	1	53	25	%b	こうして営業できるのも、\nラスティ様のおかげでさァ！%b	
523e886889	1	54	25	%b	その３本の柱に\n何かをはめ込むような穴が\nあるんじゃ。%b	
526d7ed109	1	53	25	%b	いっぺんでいいから、\nこの手で操ってみたいもんだね。%b	
52a3fb402a	1	79	25	%H %m1 %V100 %m0 %s3 %V0 %b	%H%m1%V100［%m0%s3%m1］%V0%m0\nそんなことよりも、\nオレの手下達は無事だろうか。%b	
5492f48aa2	1	53	25	%b	早く帰ってきて、私達を導いて下さいよ、\nミュウ王女。%b	
56501e6f8f	1	53	25	%b	やはり、こんな汚い木にさわるのは\nやめておきますわ。%b	
56ebd18e99	1	53	25	%b	ついに、我らの希望の星を\nこの手に掴む時がきたのだ！%b	
5b4e47317b	1	53	25	%b	この前ねぇ、看板を裏から\n読もうとしてゆ人がいたの。%b	
5bbec92f44	1	53	25	%b	実際、オレの返事はどうあれ、\nイガの里にいた連中は、%b	
5c14e621e0	1	53	25	%b	技の中には、\n相手を弾き飛ばす技もありますのんどす。%b	
5d265180c9	1	53	25	%z	%zこういうチャンスが、\nそう何回もあるとは思わないで☆	
60874d82b5	1	53	25	%b	いやぁ、どないなってんのやろ。\nかなわんわぁ・・・。%b	
6111d7018d	1	53	25	%b	ね、アンジュ、こういう場合、\n他の国ではどうするの？%b	
6163baab40	1	53	25	%b	ミュウ、アンジュ、皆、\n無理はしないでくれよ・・・。%b	
629e71a7b5	1	53	25	%b	交通をしゃ断するために\n作ったらしいにじ色の壁もね。%b	
62cf30564c	1	53	25	%b	ここが、ホウライ山。\n私達カムイコタン族の聖なる地。%b	
6406fafab7	1	53	25	%b	だが、ラスティ、\nこんなとこに寄り道してていいのか？%b	
6506064394	1	53	25	%b	ところでラスティ様、\n世界も平和になったことですし、%b	
653d5e90c2	1	53	25	%b	いま、１回踏んでしまいましたから、\nあと３回・・・。%b	
662c4048cd	1	52	25	%b	そこも滑りやすくなっているから、注意が必要だろう。%b	
663a0705e2	1	51	25		ありがとうございますじゃ！\nほかに何か買いますかの？	
668d1376b1	1	54	25	%b	逃げるのに\nワザワザ旅行社なんか使う人\nいませんよね。%b	
66c679ef36	1	53	25	%b	ラグロスの塔で、\n皆さんの目の前から突然消えたのは、%b	
673ac6e522	1	53	25	%b	誰かの噂話で聞いたような気がするけど、\n本当かねぇ？%b	
67dee7f3d1	1	53	25	%b	オレを信じ、命を預けてくれた部下達が、\nここにいる。%b	
691ea51dac	1	55	25	%b %h	ワシを倒すことはできん。\n夜の闇の中にいる間はな！」%b%h	
69a1a62a2c	1	53	25	%b	冗談でもドラグーンの王女の名を、\nかたったりしたら、%b	
6a3a7c838a	1	53	25	%b	どんな力を持っているんだろう。\nみんな、気をつけて。%b	
6ab53ab3af	1	53	25	%b	リグロードサーガ・・・か。\nよっしゃ、燃えてきたぜ！%b	
6ab5ac047e	1	53	25	%b	旅のまめ知識、\n各大陸の関係を教えてさしあげますワ。%b	
6b32405f32	1	53	25	%b	お父様とこの手の喧嘩をするのは\nいつものことですわ。%b	
6d31cd8717	1	51	25		やめんの、マジぃ？\nんじゃ、ほかに何か用があんのォ？	
6d8f00e41e	1	53	25	%b	オルトマから自由に\n船が出せるようになったことだし、%b	
6db7f9a3ce	1	50	25		どなたかお一人のＭＰを５０回復することができます。	
6e1005ddc5	1	53	25	%b	武器や防具は、\nヤマタイの商人から仕入れるでござる。%b	
6eb9b85f02	1	53	25	%b	知識より大切なものが、\nこの世の中にあるってことに。%b	
6f0b0fb441	1	53	25	%b	お兄ちゃんが放ったらかした水を\n運んでくれたんだよ！%b	
6f4231db4f	1	53	25	%b	アローストーンをみつけて、\n元通りに修理できました。%b	
6fc4e7bdd0	1	53	25	%b	そう言うと思ってたよ。\nオレは、ミュウについてくぜ。%b	
72ecd962ee	1	53	25	%b	ミュウは仲間。\n式神のナズナは勝手について来たんだ。%b	
7352e5aa97	1	53	25	%b	分からないけど、\nラスティが決めたことだから・・・。%b	
7649231206	1	53	25	%b	ボクは自分のこと\n犠牲にしてるなんて思ってないから。%b	
7731ea6974	1	53	25	%b	あっちのに乗るとヤマタイに\n行くんだったっけ・・・。%b	
779cdfee5e	1	53	25	%b	気楽に戦いに参加して\nウデをみがいたらええと思うで。%b	
784d86aef9	1	53	25	%b	結局のところ、\nガルザードはゲンユウサイだったのか？%b	
790dfbae43	1	53	25	%b	そんな危険なところに、\n行かせるわけにはいかないぜ。%b	
7943a49122	1	53	25	%b	見よ、今こそ、\n次元の扉にかけられたる封印を開く時。%b	
79979b46de	1	53	25	%b	ついに、ガルザードとの決戦か！\nみんな、準備はいい？%b	
